amount,base_currency,date,currency,exchange_rate
1.0,USD,2010-07-20,AUD,1.1459
1.0,USD,2010-07-20,BGN,1.5227
1.0,USD,2010-07-20,BRL,1.8002
1.0,USD,2010-07-20,CAD,1.0575
1.0,USD,2010-07-20,CHF,1.054
1.0,USD,2010-07-20,CNY,6.7781
1.0,USD,2010-07-20,CZK,19.7368
1.0,USD,2010-07-20,DKK,5.8019
1.0,USD,2010-07-20,EEK,12.182
1.0,USD,2010-07-20,EUR,0.77857
1.0,USD,2010-07-20,GBP,0.6598
1.0,USD,2010-07-20,HKD,7.7758
1.0,USD,2010-07-20,HRK,5.6341
1.0,USD,2010-07-20,HUF,226.23
1.0,USD,2010-07-20,IDR,9083.0
1.0,USD,2010-07-20,INR,47.347
1.0,USD,2010-07-20,JPY,86.81
1.0,USD,2010-07-20,KRW,1206.81
1.0,USD,2010-07-20,LTL,2.6883
1.0,USD,2010-07-20,LVL,0.55193
1.0,USD,2010-07-20,MXN,12.9513
1.0,USD,2010-07-20,MYR,3.2125
1.0,USD,2010-07-20,NOK,6.329
1.0,USD,2010-07-20,NZD,1.4109
1.0,USD,2010-07-20,PHP,46.447
1.0,USD,2010-07-20,PLN,3.2197
1.0,USD,2010-07-20,RON,3.33
1.0,USD,2010-07-20,RUB,30.582
1.0,USD,2010-07-20,SEK,7.397
1.0,USD,2010-07-20,SGD,1.3765
1.0,USD,2010-07-20,THB,32.302
1.0,USD,2010-07-20,TRY,1.5417
1.0,USD,2010-07-20,ZAR,7.6472
