amount,base_currency,date,currency,exchange_rate
1.0,USD,2012-01-20,AUD,0.95946
1.0,USD,2012-01-20,BGN,1.5159
1.0,USD,2012-01-20,BRL,1.7675
1.0,USD,2012-01-20,CAD,1.0135
1.0,USD,2012-01-20,CHF,0.93606
1.0,USD,2012-01-20,CNY,6.3348
1.0,USD,2012-01-20,CZK,19.738
1.0,USD,2012-01-20,DKK,5.7636
1.0,USD,2012-01-20,EUR,0.77507
1.0,USD,2012-01-20,GBP,0.64633
1.0,USD,2012-01-20,HKD,7.762
1.0,USD,2012-01-20,HRK,5.865
1.0,USD,2012-01-20,HUF,236.15
1.0,USD,2012-01-20,IDR,8946.0
1.0,USD,2012-01-20,ILS,3.7899
1.0,USD,2012-01-20,INR,50.281
1.0,USD,2012-01-20,JPY,77.143
1.0,USD,2012-01-20,KRW,1134.29
1.0,USD,2012-01-20,LTL,2.6762
1.0,USD,2012-01-20,LVL,0.54178
1.0,USD,2012-01-20,MXN,13.273
1.0,USD,2012-01-20,MYR,3.1015
1.0,USD,2012-01-20,NOK,5.9371
1.0,USD,2012-01-20,NZD,1.2456
1.0,USD,2012-01-20,PHP,43.358
1.0,USD,2012-01-20,PLN,3.348
1.0,USD,2012-01-20,RON,3.3669
1.0,USD,2012-01-20,RUB,31.356
1.0,USD,2012-01-20,SEK,6.8055
1.0,USD,2012-01-20,SGD,1.276
1.0,USD,2012-01-20,THB,31.56
1.0,USD,2012-01-20,TRY,1.8323
1.0,USD,2012-01-20,ZAR,7.9723
