amount,base_currency,date,currency,exchange_rate
1.0,USD,2024-04-05,AUD,1.5184
1.0,USD,2024-04-05,BGN,1.8041
1.0,USD,2024-04-05,BRL,5.0395
1.0,USD,2024-04-05,CAD,1.3561
1.0,USD,2024-04-05,CHF,0.90333
1.0,USD,2024-04-05,CNY,7.2337
1.0,USD,2024-04-05,CZK,23.324
1.0,USD,2024-04-05,DKK,6.8804
1.0,USD,2024-04-05,EUR,0.92242
1.0,USD,2024-04-05,GBP,0.79119
1.0,USD,2024-04-05,HKD,7.8284
1.0,USD,2024-04-05,HUF,359.84
1.0,USD,2024-04-05,IDR,15859.0
1.0,USD,2024-04-05,ILS,3.7566
1.0,USD,2024-04-05,INR,83.32
1.0,USD,2024-04-05,ISK,138.64
1.0,USD,2024-04-05,JPY,151.37
1.0,USD,2024-04-05,KRW,1350.51
1.0,USD,2024-04-05,MXN,16.521
1.0,USD,2024-04-05,MYR,4.747
1.0,USD,2024-04-05,NOK,10.711
1.0,USD,2024-04-05,NZD,1.6605
1.0,USD,2024-04-05,PHP,56.515
1.0,USD,2024-04-05,PLN,3.9512
1.0,USD,2024-04-05,RON,4.5823
1.0,USD,2024-04-05,SEK,10.6319
1.0,USD,2024-04-05,SGD,1.3475
1.0,USD,2024-04-05,THB,36.66
1.0,USD,2024-04-05,TRY,31.944
1.0,USD,2024-04-05,ZAR,18.6062
