amount,base_currency,date,currency,exchange_rate
1.0,USD,2015-12-22,AUD,1.3796
1.0,USD,2015-12-22,BGN,1.7858
1.0,USD,2015-12-22,BRL,3.9827
1.0,USD,2015-12-22,CAD,1.3917
1.0,USD,2015-12-22,CHF,0.98776
1.0,USD,2015-12-22,CNY,6.4767
1.0,USD,2015-12-22,CZK,24.679
1.0,USD,2015-12-22,DKK,6.8129
1.0,USD,2015-12-22,EUR,0.91308
1.0,USD,2015-12-22,GBP,0.67221
1.0,USD,2015-12-22,HKD,7.7532
1.0,USD,2015-12-22,HRK,6.9905
1.0,USD,2015-12-22,HUF,286.68
1.0,USD,2015-12-22,IDR,13662.0
1.0,USD,2015-12-22,ILS,3.8988
1.0,USD,2015-12-22,INR,66.241
1.0,USD,2015-12-22,JPY,120.91
1.0,USD,2015-12-22,KRW,1171.75
1.0,USD,2015-12-22,MXN,17.1115
1.0,USD,2015-12-22,MYR,4.2999
1.0,USD,2015-12-22,NOK,8.7135
1.0,USD,2015-12-22,NZD,1.4642
1.0,USD,2015-12-22,PHP,47.287
1.0,USD,2015-12-22,PLN,3.8693
1.0,USD,2015-12-22,RON,4.1264
1.0,USD,2015-12-22,RUB,71.091
1.0,USD,2015-12-22,SEK,8.4569
1.0,USD,2015-12-22,SGD,1.4042
1.0,USD,2015-12-22,THB,36.07
1.0,USD,2015-12-22,TRY,2.9474
1.0,USD,2015-12-22,ZAR,15.134
