amount,base_currency,date,currency,exchange_rate
1.0,USD,2015-12-17,AUD,1.3926
1.0,USD,2015-12-17,BGN,1.8041
1.0,USD,2015-12-17,BRL,3.877
1.0,USD,2015-12-17,CAD,1.3832
1.0,USD,2015-12-17,CHF,0.99686
1.0,USD,2015-12-17,CNY,6.4874
1.0,USD,2015-12-17,CZK,24.934
1.0,USD,2015-12-17,DKK,6.8824
1.0,USD,2015-12-17,EUR,0.92242
1.0,USD,2015-12-17,GBP,0.67023
1.0,USD,2015-12-17,HKD,7.753
1.0,USD,2015-12-17,HRK,7.0593
1.0,USD,2015-12-17,HUF,291.45
1.0,USD,2015-12-17,IDR,14025.0
1.0,USD,2015-12-17,ILS,3.8926
1.0,USD,2015-12-17,INR,66.267
1.0,USD,2015-12-17,JPY,122.52
1.0,USD,2015-12-17,KRW,1186.1
1.0,USD,2015-12-17,MXN,16.9402
1.0,USD,2015-12-17,MYR,4.3151
1.0,USD,2015-12-17,NOK,8.7732
1.0,USD,2015-12-17,NZD,1.4831
1.0,USD,2015-12-17,PHP,47.444
1.0,USD,2015-12-17,PLN,3.9626
1.0,USD,2015-12-17,RON,4.1553
1.0,USD,2015-12-17,RUB,70.567
1.0,USD,2015-12-17,SEK,8.5806
1.0,USD,2015-12-17,SGD,1.416
1.0,USD,2015-12-17,THB,36.09
1.0,USD,2015-12-17,TRY,2.9217
1.0,USD,2015-12-17,ZAR,14.9986
