amount,base_currency,date,currency,exchange_rate
1.0,USD,2016-02-15,AUD,1.3975
1.0,USD,2016-02-15,BGN,1.7494
1.0,USD,2016-02-15,BRL,3.9863
1.0,USD,2016-02-15,CAD,1.3823
1.0,USD,2016-02-15,CHF,0.9847
1.0,USD,2016-02-15,CNY,6.4943
1.0,USD,2016-02-15,CZK,24.183
1.0,USD,2016-02-15,DKK,6.676
1.0,USD,2016-02-15,EUR,0.89445
1.0,USD,2016-02-15,GBP,0.69052
1.0,USD,2016-02-15,HKD,7.785
1.0,USD,2016-02-15,HRK,6.8157
1.0,USD,2016-02-15,HUF,276.6
1.0,USD,2016-02-15,IDR,13370.0
1.0,USD,2016-02-15,ILS,3.8893
1.0,USD,2016-02-15,INR,68.072
1.0,USD,2016-02-15,JPY,114.13
1.0,USD,2016-02-15,KRW,1209.44
1.0,USD,2016-02-15,MXN,18.8649
1.0,USD,2016-02-15,MYR,4.1345
1.0,USD,2016-02-15,NOK,8.6148
1.0,USD,2016-02-15,NZD,1.5002
1.0,USD,2016-02-15,PHP,47.406
1.0,USD,2016-02-15,PLN,3.9307
1.0,USD,2016-02-15,RON,3.9972
1.0,USD,2016-02-15,RUB,77.209
1.0,USD,2016-02-15,SEK,8.485
1.0,USD,2016-02-15,SGD,1.3992
1.0,USD,2016-02-15,THB,35.615
1.0,USD,2016-02-15,TRY,2.9435
1.0,USD,2016-02-15,ZAR,15.7526
