amount,base_currency,date,currency,exchange_rate
1.0,USD,2018-12-12,AUD,1.3866
1.0,USD,2018-12-12,BGN,1.7238
1.0,USD,2018-12-12,BRL,3.8675
1.0,USD,2018-12-12,CAD,1.337
1.0,USD,2018-12-12,CHF,0.99471
1.0,USD,2018-12-12,CNY,6.8883
1.0,USD,2018-12-12,CZK,22.797
1.0,USD,2018-12-12,DKK,6.5786
1.0,USD,2018-12-12,EUR,0.88137
1.0,USD,2018-12-12,GBP,0.79442
1.0,USD,2018-12-12,HKD,7.8171
1.0,USD,2018-12-12,HRK,6.5129
1.0,USD,2018-12-12,HUF,285.06
1.0,USD,2018-12-12,IDR,14597.0
1.0,USD,2018-12-12,ILS,3.7549
1.0,USD,2018-12-12,INR,71.999
1.0,USD,2018-12-12,ISK,123.39
1.0,USD,2018-12-12,JPY,113.41
1.0,USD,2018-12-12,KRW,1128.7
1.0,USD,2018-12-12,MXN,20.063
1.0,USD,2018-12-12,MYR,4.1898
1.0,USD,2018-12-12,NOK,8.5726
1.0,USD,2018-12-12,NZD,1.4607
1.0,USD,2018-12-12,PHP,52.63
1.0,USD,2018-12-12,PLN,3.7886
1.0,USD,2018-12-12,RON,4.1046
1.0,USD,2018-12-12,RUB,66.32
1.0,USD,2018-12-12,SEK,9.1305
1.0,USD,2018-12-12,SGD,1.3729
1.0,USD,2018-12-12,THB,32.78
1.0,USD,2018-12-12,TRY,5.3669
1.0,USD,2018-12-12,ZAR,14.2319
