amount,base_currency,date,currency,exchange_rate
1.0,USD,2012-02-28,AUD,0.92805
1.0,USD,2012-02-28,BGN,1.4537
1.0,USD,2012-02-28,BRL,1.7001
1.0,USD,2012-02-28,CAD,0.99569
1.0,USD,2012-02-28,CHF,0.89564
1.0,USD,2012-02-28,CNY,6.3004
1.0,USD,2012-02-28,CZK,18.5075
1.0,USD,2012-02-28,DKK,5.5266
1.0,USD,2012-02-28,EUR,0.74327
1.0,USD,2012-02-28,GBP,0.63022
1.0,USD,2012-02-28,HKD,7.7547
1.0,USD,2012-02-28,HRK,5.6273
1.0,USD,2012-02-28,HUF,215.27
1.0,USD,2012-02-28,IDR,9028.0
1.0,USD,2012-02-28,ILS,3.7857
1.0,USD,2012-02-28,INR,49.085
1.0,USD,2012-02-28,JPY,80.56
1.0,USD,2012-02-28,KRW,1125.14
1.0,USD,2012-02-28,LTL,2.5664
1.0,USD,2012-02-28,LVL,0.5194
1.0,USD,2012-02-28,MXN,12.835
1.0,USD,2012-02-28,MYR,3.009
1.0,USD,2012-02-28,NOK,5.5597
1.0,USD,2012-02-28,NZD,1.1922
1.0,USD,2012-02-28,PHP,42.926
1.0,USD,2012-02-28,PLN,3.0779
1.0,USD,2012-02-28,RON,3.2318
1.0,USD,2012-02-28,RUB,29.023
1.0,USD,2012-02-28,SEK,6.5612
1.0,USD,2012-02-28,SGD,1.2521
1.0,USD,2012-02-28,THB,30.35
1.0,USD,2012-02-28,TRY,1.7526
1.0,USD,2012-02-28,ZAR,7.5201
