amount,base_currency,date,currency,exchange_rate
1.0,USD,2025-11-10,AUD,1.5306
1.0,USD,2025-11-10,BGN,1.6903
1.0,USD,2025-11-10,BRL,5.314
1.0,USD,2025-11-10,CAD,1.4012
1.0,USD,2025-11-10,CHF,0.80529
1.0,USD,2025-11-10,CNY,7.1193
1.0,USD,2025-11-10,CZK,20.985
1.0,USD,2025-11-10,DKK,6.4534
1.0,USD,2025-11-10,EUR,0.86423
1.0,USD,2025-11-10,GBP,0.75862
1.0,USD,2025-11-10,HKD,7.7733
1.0,USD,2025-11-10,HUF,331.5
1.0,USD,2025-11-10,IDR,16693.0
1.0,USD,2025-11-10,ILS,3.2327
1.0,USD,2025-11-10,INR,88.68
1.0,USD,2025-11-10,ISK,126.52
1.0,USD,2025-11-10,JPY,154.1
1.0,USD,2025-11-10,KRW,1454.13
1.0,USD,2025-11-10,MXN,18.4029
1.0,USD,2025-11-10,MYR,4.16
1.0,USD,2025-11-10,NOK,10.1015
1.0,USD,2025-11-10,NZD,1.7726
1.0,USD,2025-11-10,PHP,58.944
1.0,USD,2025-11-10,PLN,3.6591
1.0,USD,2025-11-10,RON,4.3948
1.0,USD,2025-11-10,SEK,9.4953
1.0,USD,2025-11-10,SGD,1.3027
1.0,USD,2025-11-10,THB,32.335
1.0,USD,2025-11-10,TRY,42.225
1.0,USD,2025-11-10,ZAR,17.1864
