amount,base_currency,date,currency,exchange_rate
1.0,USD,2025-11-13,AUD,1.5253
1.0,USD,2025-11-13,BGN,1.6833
1.0,USD,2025-11-13,BRL,5.283
1.0,USD,2025-11-13,CAD,1.4005
1.0,USD,2025-11-13,CHF,0.79559
1.0,USD,2025-11-13,CNY,7.0961
1.0,USD,2025-11-13,CZK,20.82
1.0,USD,2025-11-13,DKK,6.4271
1.0,USD,2025-11-13,EUR,0.86066
1.0,USD,2025-11-13,GBP,0.75902
1.0,USD,2025-11-13,HKD,7.7707
1.0,USD,2025-11-13,HUF,330.49
1.0,USD,2025-11-13,IDR,16711.0
1.0,USD,2025-11-13,ILS,3.2111
1.0,USD,2025-11-13,INR,88.69
1.0,USD,2025-11-13,ISK,126.52
1.0,USD,2025-11-13,JPY,154.55
1.0,USD,2025-11-13,KRW,1463.48
1.0,USD,2025-11-13,MXN,18.2675
1.0,USD,2025-11-13,MYR,4.129
1.0,USD,2025-11-13,NOK,10.0473
1.0,USD,2025-11-13,NZD,1.765
1.0,USD,2025-11-13,PHP,58.885
1.0,USD,2025-11-13,PLN,3.6389
1.0,USD,2025-11-13,RON,4.3753
1.0,USD,2025-11-13,SEK,9.416
1.0,USD,2025-11-13,SGD,1.3004
1.0,USD,2025-11-13,THB,32.31
1.0,USD,2025-11-13,TRY,42.254
1.0,USD,2025-11-13,ZAR,17.0028
