amount,base_currency,date,currency,exchange_rate
1.0,USD,2014-08-06,AUD,1.0737
1.0,USD,2014-08-06,BGN,1.4656
1.0,USD,2014-08-06,BRL,2.2918
1.0,USD,2014-08-06,CAD,1.0973
1.0,USD,2014-08-06,CHF,0.9106
1.0,USD,2014-08-06,CNY,6.163
1.0,USD,2014-08-06,CZK,20.857
1.0,USD,2014-08-06,DKK,5.5869
1.0,USD,2014-08-06,EUR,0.74934
1.0,USD,2014-08-06,GBP,0.59412
1.0,USD,2014-08-06,HKD,7.7493
1.0,USD,2014-08-06,HRK,5.7297
1.0,USD,2014-08-06,HUF,236.84
1.0,USD,2014-08-06,IDR,11801.0
1.0,USD,2014-08-06,ILS,3.4257
1.0,USD,2014-08-06,INR,61.476
1.0,USD,2014-08-06,JPY,102.35
1.0,USD,2014-08-06,KRW,1035.58
1.0,USD,2014-08-06,LTL,2.5873
1.0,USD,2014-08-06,MXN,13.301
1.0,USD,2014-08-06,MYR,3.2
1.0,USD,2014-08-06,NOK,6.3024
1.0,USD,2014-08-06,NZD,1.1836
1.0,USD,2014-08-06,PHP,43.958
1.0,USD,2014-08-06,PLN,3.1506
1.0,USD,2014-08-06,RON,3.3286
1.0,USD,2014-08-06,RUB,36.232
1.0,USD,2014-08-06,SEK,6.928
1.0,USD,2014-08-06,SGD,1.25
1.0,USD,2014-08-06,THB,32.267
1.0,USD,2014-08-06,TRY,2.1637
1.0,USD,2014-08-06,ZAR,10.7604
