amount,base_currency,date,currency,exchange_rate
1.0,USD,2017-04-28,AUD,1.3384
1.0,USD,2017-04-28,BGN,1.7894
1.0,USD,2017-04-28,BRL,3.1764
1.0,USD,2017-04-28,CAD,1.3645
1.0,USD,2017-04-28,CHF,0.99094
1.0,USD,2017-04-28,CNY,6.8954
1.0,USD,2017-04-28,CZK,24.631
1.0,USD,2017-04-28,DKK,6.8054
1.0,USD,2017-04-28,EUR,0.91491
1.0,USD,2017-04-28,GBP,0.77285
1.0,USD,2017-04-28,HKD,7.7771
1.0,USD,2017-04-28,HRK,6.8289
1.0,USD,2017-04-28,HUF,285.8
1.0,USD,2017-04-28,IDR,13329.0
1.0,USD,2017-04-28,ILS,3.622
1.0,USD,2017-04-28,INR,64.284
1.0,USD,2017-04-28,JPY,111.4
1.0,USD,2017-04-28,KRW,1137.87
1.0,USD,2017-04-28,MXN,18.9844
1.0,USD,2017-04-28,MYR,4.341
1.0,USD,2017-04-28,NOK,8.5309
1.0,USD,2017-04-28,NZD,1.4544
1.0,USD,2017-04-28,PHP,50.103
1.0,USD,2017-04-28,PLN,3.8631
1.0,USD,2017-04-28,RON,4.1489
1.0,USD,2017-04-28,RUB,56.822
1.0,USD,2017-04-28,SEK,8.8123
1.0,USD,2017-04-28,SGD,1.396
1.0,USD,2017-04-28,THB,34.57
1.0,USD,2017-04-28,TRY,3.5458
1.0,USD,2017-04-28,ZAR,13.257
