amount,base_currency,date,currency,exchange_rate
1.0,USD,2015-08-25,AUD,1.3851
1.0,USD,2015-08-25,BGN,1.6998
1.0,USD,2015-08-25,BRL,3.5304
1.0,USD,2015-08-25,CAD,1.3194
1.0,USD,2015-08-25,CHF,0.9416
1.0,USD,2015-08-25,CNY,6.4128
1.0,USD,2015-08-25,CZK,23.561
1.0,USD,2015-08-25,DKK,6.4866
1.0,USD,2015-08-25,EUR,0.86911
1.0,USD,2015-08-25,GBP,0.63358
1.0,USD,2015-08-25,HKD,7.7509
1.0,USD,2015-08-25,HRK,6.5664
1.0,USD,2015-08-25,HUF,271.43
1.0,USD,2015-08-25,IDR,14033.0
1.0,USD,2015-08-25,ILS,3.8606
1.0,USD,2015-08-25,INR,66.096
1.0,USD,2015-08-25,JPY,119.8
1.0,USD,2015-08-25,KRW,1179.34
1.0,USD,2015-08-25,MXN,16.9775
1.0,USD,2015-08-25,MYR,4.2142
1.0,USD,2015-08-25,NOK,8.1597
1.0,USD,2015-08-25,NZD,1.5293
1.0,USD,2015-08-25,PHP,46.605
1.0,USD,2015-08-25,PLN,3.6713
1.0,USD,2015-08-25,RON,3.8526
1.0,USD,2015-08-25,RUB,69.229
1.0,USD,2015-08-25,SEK,8.3133
1.0,USD,2015-08-25,SGD,1.3979
1.0,USD,2015-08-25,THB,35.536
1.0,USD,2015-08-25,TRY,2.9207
1.0,USD,2015-08-25,ZAR,13.055
