amount,base_currency,date,currency,exchange_rate
1.0,USD,2000-03-17,AUD,1.642
1.0,USD,2000-03-17,CAD,1.4761
1.0,USD,2000-03-17,CHF,1.6673
1.0,USD,2000-03-17,CYP,0.59482
1.0,USD,2000-03-17,CZK,36.769
1.0,USD,2000-03-17,DKK,7.6982
1.0,USD,2000-03-17,EEK,16.1772
1.0,USD,2000-03-17,EUR,1.0339
1.0,USD,2000-03-17,GBP,0.63544
1.0,USD,2000-03-17,HKD,7.7833
1.0,USD,2000-03-17,HUF,265.65
1.0,USD,2000-03-17,ISK,73.553
1.0,USD,2000-03-17,JPY,105.78
1.0,USD,2000-03-17,KRW,1117.02
1.0,USD,2000-03-17,LTL,4.0
1.0,USD,2000-03-17,LVL,0.59367
1.0,USD,2000-03-17,MTL,0.4238
1.0,USD,2000-03-17,NOK,8.4305
1.0,USD,2000-03-17,NZD,2.0598
1.0,USD,2000-03-17,PLN,4.0757
1.0,USD,2000-03-17,ROL,19270.0
1.0,USD,2000-03-17,SEK,8.7024
1.0,USD,2000-03-17,SGD,1.7141
1.0,USD,2000-03-17,SIT,209.68
1.0,USD,2000-03-17,SKK,43.094
1.0,USD,2000-03-17,TRL,578455.0
1.0,USD,2000-03-17,ZAR,6.469
