amount,base_currency,date,currency,exchange_rate
1.0,USD,2017-07-03,AUD,1.306
1.0,USD,2017-07-03,BGN,1.7203
1.0,USD,2017-07-03,BRL,3.3193
1.0,USD,2017-07-03,CAD,1.2978
1.0,USD,2017-07-03,CHF,0.96253
1.0,USD,2017-07-03,CNY,6.7951
1.0,USD,2017-07-03,CZK,22.992
1.0,USD,2017-07-03,DKK,6.5411
1.0,USD,2017-07-03,EUR,0.87958
1.0,USD,2017-07-03,GBP,0.77144
1.0,USD,2017-07-03,HKD,7.8088
1.0,USD,2017-07-03,HRK,6.5278
1.0,USD,2017-07-03,HUF,272.01
1.0,USD,2017-07-03,IDR,13390.0
1.0,USD,2017-07-03,ILS,3.4979
1.0,USD,2017-07-03,INR,64.858
1.0,USD,2017-07-03,JPY,112.99
1.0,USD,2017-07-03,KRW,1148.66
1.0,USD,2017-07-03,MXN,18.2303
1.0,USD,2017-07-03,MYR,4.3049
1.0,USD,2017-07-03,NOK,8.3618
1.0,USD,2017-07-03,NZD,1.3707
1.0,USD,2017-07-03,PHP,50.623
1.0,USD,2017-07-03,PLN,3.7255
1.0,USD,2017-07-03,RON,4.0139
1.0,USD,2017-07-03,RUB,59.344
1.0,USD,2017-07-03,SEK,8.4755
1.0,USD,2017-07-03,SGD,1.3817
1.0,USD,2017-07-03,THB,33.98
1.0,USD,2017-07-03,TRY,3.5467
1.0,USD,2017-07-03,ZAR,13.1873
