amount,base_currency,date,currency,exchange_rate
1.0,USD,2005-12-22,AUD,1.3679
1.0,USD,2005-12-22,BGN,1.6542
1.0,USD,2005-12-22,CAD,1.1672
1.0,USD,2005-12-22,CHF,1.3154
1.0,USD,2005-12-22,CNY,8.0775
1.0,USD,2005-12-22,CYP,0.48511
1.0,USD,2005-12-22,CZK,24.41
1.0,USD,2005-12-22,DKK,6.3093
1.0,USD,2005-12-22,EEK,13.2352
1.0,USD,2005-12-22,EUR,0.84588
1.0,USD,2005-12-22,GBP,0.57604
1.0,USD,2005-12-22,HKD,7.7527
1.0,USD,2005-12-22,HRK,6.2447
1.0,USD,2005-12-22,HUF,212.19
1.0,USD,2005-12-22,IDR,9835.0
1.0,USD,2005-12-22,ISK,64.05
1.0,USD,2005-12-22,JPY,117.44
1.0,USD,2005-12-22,KRW,1017.55
1.0,USD,2005-12-22,LTL,2.9207
1.0,USD,2005-12-22,LVL,0.58916
1.0,USD,2005-12-22,MTL,0.36314
1.0,USD,2005-12-22,MYR,3.7787
1.0,USD,2005-12-22,NOK,6.7945
1.0,USD,2005-12-22,NZD,1.4821
1.0,USD,2005-12-22,PHP,53.365
1.0,USD,2005-12-22,PLN,3.2452
1.0,USD,2005-12-22,RON,3.0958
1.0,USD,2005-12-22,RUB,28.84
1.0,USD,2005-12-22,SEK,7.9789
1.0,USD,2005-12-22,SGD,1.6719
1.0,USD,2005-12-22,SIT,202.59
1.0,USD,2005-12-22,SKK,31.94
1.0,USD,2005-12-22,THB,40.952
1.0,USD,2005-12-22,TRY,1.3556
1.0,USD,2005-12-22,ZAR,6.3853
