amount,base_currency,date,currency,exchange_rate
1.0,USD,2003-05-29,AUD,1.5529
1.0,USD,2003-05-29,BGN,1.6557
1.0,USD,2003-05-29,CAD,1.386
1.0,USD,2003-05-29,CHF,1.3004
1.0,USD,2003-05-29,CYP,0.49919
1.0,USD,2003-05-29,CZK,26.691
1.0,USD,2003-05-29,DKK,6.3152
1.0,USD,2003-05-29,EEK,13.3095
1.0,USD,2003-05-29,EUR,0.85063
1.0,USD,2003-05-29,GBP,0.60888
1.0,USD,2003-05-29,HKD,7.799
1.0,USD,2003-05-29,HUF,212.59
1.0,USD,2003-05-29,ISK,72.329
1.0,USD,2003-05-29,JPY,118.69
1.0,USD,2003-05-29,KRW,1207.0
1.0,USD,2003-05-29,LTL,2.937
1.0,USD,2003-05-29,LVL,0.55988
1.0,USD,2003-05-29,MTL,0.36611
1.0,USD,2003-05-29,NOK,6.7024
1.0,USD,2003-05-29,NZD,1.7479
1.0,USD,2003-05-29,PLN,3.7455
1.0,USD,2003-05-29,ROL,32175.0
1.0,USD,2003-05-29,SEK,7.7939
1.0,USD,2003-05-29,SGD,1.7354
1.0,USD,2003-05-29,SIT,197.48
1.0,USD,2003-05-29,SKK,35.14
1.0,USD,2003-05-29,TRL,1457128.0
1.0,USD,2003-05-29,ZAR,8.1839
