amount,base_currency,date,currency,exchange_rate
1.0,USD,2005-08-15,AUD,1.2959
1.0,USD,2005-08-15,BGN,1.5802
1.0,USD,2005-08-15,CAD,1.1961
1.0,USD,2005-08-15,CHF,1.2537
1.0,USD,2005-08-15,CNY,8.0971
1.0,USD,2005-08-15,CYP,0.46315
1.0,USD,2005-08-15,CZK,23.774
1.0,USD,2005-08-15,DKK,6.0303
1.0,USD,2005-08-15,EEK,12.6447
1.0,USD,2005-08-15,EUR,0.80815
1.0,USD,2005-08-15,GBP,0.55245
1.0,USD,2005-08-15,HKD,7.7685
1.0,USD,2005-08-15,HRK,5.948
1.0,USD,2005-08-15,HUF,197.32
1.0,USD,2005-08-15,IDR,9878.0
1.0,USD,2005-08-15,ISK,63.593
1.0,USD,2005-08-15,JPY,109.54
1.0,USD,2005-08-15,KRW,1014.5
1.0,USD,2005-08-15,LTL,2.7904
1.0,USD,2005-08-15,LVL,0.56247
1.0,USD,2005-08-15,MTL,0.34686
1.0,USD,2005-08-15,MYR,3.7561
1.0,USD,2005-08-15,NOK,6.4256
1.0,USD,2005-08-15,NZD,1.4142
1.0,USD,2005-08-15,PHP,55.775
1.0,USD,2005-08-15,PLN,3.2766
1.0,USD,2005-08-15,RON,2.8903
1.0,USD,2005-08-15,RUB,28.394
1.0,USD,2005-08-15,SEK,7.5209
1.0,USD,2005-08-15,SGD,1.6577
1.0,USD,2005-08-15,SIT,193.56
1.0,USD,2005-08-15,SKK,31.113
1.0,USD,2005-08-15,THB,41.0
1.0,USD,2005-08-15,TRY,1.3512
1.0,USD,2005-08-15,ZAR,6.4361
