amount,base_currency,date,currency,exchange_rate
1.0,USD,2010-08-18,AUD,1.108
1.0,USD,2010-08-18,BGN,1.5185
1.0,USD,2010-08-18,BRL,1.7511
1.0,USD,2010-08-18,CAD,1.0276
1.0,USD,2010-08-18,CHF,1.0422
1.0,USD,2010-08-18,CNY,6.7917
1.0,USD,2010-08-18,CZK,19.2671
1.0,USD,2010-08-18,DKK,5.7839
1.0,USD,2010-08-18,EEK,12.148
1.0,USD,2010-08-18,EUR,0.7764
1.0,USD,2010-08-18,GBP,0.63921
1.0,USD,2010-08-18,HKD,7.7707
1.0,USD,2010-08-18,HRK,5.6471
1.0,USD,2010-08-18,HUF,216.13
1.0,USD,2010-08-18,IDR,8966.0
1.0,USD,2010-08-18,INR,46.491
1.0,USD,2010-08-18,JPY,85.35
1.0,USD,2010-08-18,KRW,1174.28
1.0,USD,2010-08-18,LTL,2.6807
1.0,USD,2010-08-18,LVL,0.55
1.0,USD,2010-08-18,MXN,12.5675
1.0,USD,2010-08-18,MYR,3.1455
1.0,USD,2010-08-18,NOK,6.1568
1.0,USD,2010-08-18,NZD,1.3929
1.0,USD,2010-08-18,PHP,45.084
1.0,USD,2010-08-18,PLN,3.0601
1.0,USD,2010-08-18,RON,3.2908
1.0,USD,2010-08-18,RUB,30.405
1.0,USD,2010-08-18,SEK,7.3333
1.0,USD,2010-08-18,SGD,1.3485
1.0,USD,2010-08-18,THB,31.615
1.0,USD,2010-08-18,TRY,1.4973
1.0,USD,2010-08-18,ZAR,7.2496
