amount,base_currency,date,currency,exchange_rate
1.0,USD,2026-01-09,AUD,1.4981
1.0,USD,2026-01-09,BRL,5.3885
1.0,USD,2026-01-09,CAD,1.3883
1.0,USD,2026-01-09,CHF,0.80003
1.0,USD,2026-01-09,CNY,6.9823
1.0,USD,2026-01-09,CZK,20.904
1.0,USD,2026-01-09,DKK,6.4185
1.0,USD,2026-01-09,EUR,0.85896
1.0,USD,2026-01-09,GBP,0.74532
1.0,USD,2026-01-09,HKD,7.7962
1.0,USD,2026-01-09,HUF,331.58
1.0,USD,2026-01-09,IDR,16860.0
1.0,USD,2026-01-09,ILS,3.1562
1.0,USD,2026-01-09,INR,90.22
1.0,USD,2026-01-09,ISK,126.61
1.0,USD,2026-01-09,JPY,157.64
1.0,USD,2026-01-09,KRW,1459.84
1.0,USD,2026-01-09,MXN,18.0278
1.0,USD,2026-01-09,MYR,4.0735
1.0,USD,2026-01-09,NOK,10.1155
1.0,USD,2026-01-09,NZD,1.747
1.0,USD,2026-01-09,PHP,59.212
1.0,USD,2026-01-09,PLN,3.6195
1.0,USD,2026-01-09,RON,4.3723
1.0,USD,2026-01-09,SEK,9.2321
1.0,USD,2026-01-09,SGD,1.2871
1.0,USD,2026-01-09,THB,31.465
1.0,USD,2026-01-09,TRY,43.106
1.0,USD,2026-01-09,ZAR,16.575
