amount,base_currency,date,currency,exchange_rate
1.0,USD,2022-09-15,AUD,1.4865
1.0,USD,2022-09-15,BGN,1.9574
1.0,USD,2022-09-15,BRL,5.1879
1.0,USD,2022-09-15,CAD,1.3183
1.0,USD,2022-09-15,CHF,0.95797
1.0,USD,2022-09-15,CNY,6.9908
1.0,USD,2022-09-15,CZK,24.538
1.0,USD,2022-09-15,DKK,7.4426
1.0,USD,2022-09-15,EUR,1.0008
1.0,USD,2022-09-15,GBP,0.87004
1.0,USD,2022-09-15,HKD,7.8486
1.0,USD,2022-09-15,HRK,7.5318
1.0,USD,2022-09-15,HUF,407.48
1.0,USD,2022-09-15,IDR,14937.0
1.0,USD,2022-09-15,ILS,3.4412
1.0,USD,2022-09-15,INR,79.776
1.0,USD,2022-09-15,ISK,138.81
1.0,USD,2022-09-15,JPY,143.54
1.0,USD,2022-09-15,KRW,1398.3
1.0,USD,2022-09-15,MXN,20.018
1.0,USD,2022-09-15,MYR,4.535
1.0,USD,2022-09-15,NOK,10.1284
1.0,USD,2022-09-15,NZD,1.6702
1.0,USD,2022-09-15,PHP,57.304
1.0,USD,2022-09-15,PLN,4.7311
1.0,USD,2022-09-15,RON,4.9277
1.0,USD,2022-09-15,SEK,10.6986
1.0,USD,2022-09-15,SGD,1.4073
1.0,USD,2022-09-15,THB,36.845
1.0,USD,2022-09-15,TRY,18.2623
1.0,USD,2022-09-15,ZAR,17.5423
