amount,base_currency,date,currency,exchange_rate
1.0,USD,2000-01-24,AUD,1.5254
1.0,USD,2000-01-24,CAD,1.4421
1.0,USD,2000-01-24,CHF,1.6093
1.0,USD,2000-01-24,CYP,0.57548
1.0,USD,2000-01-24,CZK,35.778
1.0,USD,2000-01-24,DKK,7.4257
1.0,USD,2000-01-24,EEK,15.6045
1.0,USD,2000-01-24,EUR,0.99731
1.0,USD,2000-01-24,GBP,0.60457
1.0,USD,2000-01-24,HKD,7.7903
1.0,USD,2000-01-24,HUF,254.43
1.0,USD,2000-01-24,ISK,72.704
1.0,USD,2000-01-24,JPY,105.26
1.0,USD,2000-01-24,KRW,1125.82
1.0,USD,2000-01-24,LTL,4.0072
1.0,USD,2000-01-24,LVL,0.58692
1.0,USD,2000-01-24,MTL,0.41059
1.0,USD,2000-01-24,NOK,8.0238
1.0,USD,2000-01-24,NZD,1.9722
1.0,USD,2000-01-24,PLN,4.0986
1.0,USD,2000-01-24,ROL,18370.0
1.0,USD,2000-01-24,SEK,8.536
1.0,USD,2000-01-24,SGD,1.6844
1.0,USD,2000-01-24,SIT,199.35
1.0,USD,2000-01-24,SKK,42.254
1.0,USD,2000-01-24,TRL,550557.0
1.0,USD,2000-01-24,ZAR,6.141
