amount,base_currency,date,currency,exchange_rate
1.0,USD,2021-03-02,AUD,1.2822
1.0,USD,2021-03-02,BGN,1.626
1.0,USD,2021-03-02,BRL,5.6857
1.0,USD,2021-03-02,CAD,1.2658
1.0,USD,2021-03-02,CHF,0.91869
1.0,USD,2021-03-02,CNY,6.4716
1.0,USD,2021-03-02,CZK,21.734
1.0,USD,2021-03-02,DKK,6.1823
1.0,USD,2021-03-02,EUR,0.83139
1.0,USD,2021-03-02,GBP,0.7186
1.0,USD,2021-03-02,HKD,7.7567
1.0,USD,2021-03-02,HRK,6.304
1.0,USD,2021-03-02,HUF,302.38
1.0,USD,2021-03-02,IDR,14325.0
1.0,USD,2021-03-02,ILS,3.3006
1.0,USD,2021-03-02,INR,73.379
1.0,USD,2021-03-02,ISK,126.45
1.0,USD,2021-03-02,JPY,106.9
1.0,USD,2021-03-02,KRW,1126.01
1.0,USD,2021-03-02,MXN,20.683
1.0,USD,2021-03-02,MYR,4.0575
1.0,USD,2021-03-02,NOK,8.5264
1.0,USD,2021-03-02,NZD,1.3772
1.0,USD,2021-03-02,PHP,48.502
1.0,USD,2021-03-02,PLN,3.768
1.0,USD,2021-03-02,RON,4.054
1.0,USD,2021-03-02,RUB,73.736
1.0,USD,2021-03-02,SEK,8.4303
1.0,USD,2021-03-02,SGD,1.3316
1.0,USD,2021-03-02,THB,30.264
1.0,USD,2021-03-02,TRY,7.3288
1.0,USD,2021-03-02,ZAR,15.0776
