amount,base_currency,date,currency,exchange_rate
1.0,USD,2015-06-23,AUD,1.2976
1.0,USD,2015-06-23,BGN,1.7456
1.0,USD,2015-06-23,BRL,3.0931
1.0,USD,2015-06-23,CAD,1.2339
1.0,USD,2015-06-23,CHF,0.93261
1.0,USD,2015-06-23,CNY,6.2066
1.0,USD,2015-06-23,CZK,24.267
1.0,USD,2015-06-23,DKK,6.6606
1.0,USD,2015-06-23,EUR,0.89254
1.0,USD,2015-06-23,GBP,0.63379
1.0,USD,2015-06-23,HKD,7.7525
1.0,USD,2015-06-23,HRK,6.7637
1.0,USD,2015-06-23,HUF,276.9
1.0,USD,2015-06-23,IDR,13280.0
1.0,USD,2015-06-23,ILS,3.7791
1.0,USD,2015-06-23,INR,63.615
1.0,USD,2015-06-23,JPY,123.81
1.0,USD,2015-06-23,KRW,1105.81
1.0,USD,2015-06-23,MXN,15.377
1.0,USD,2015-06-23,MYR,3.742
1.0,USD,2015-06-23,NOK,7.7878
1.0,USD,2015-06-23,NZD,1.4621
1.0,USD,2015-06-23,PHP,45.105
1.0,USD,2015-06-23,PLN,3.7216
1.0,USD,2015-06-23,RON,3.999
1.0,USD,2015-06-23,RUB,54.372
1.0,USD,2015-06-23,SEK,8.2177
1.0,USD,2015-06-23,SGD,1.3393
1.0,USD,2015-06-23,THB,33.755
1.0,USD,2015-06-23,TRY,2.6785
1.0,USD,2015-06-23,ZAR,12.1844
