amount,base_currency,date,currency,exchange_rate
1.0,USD,2000-10-12,AUD,1.8839
1.0,USD,2000-10-12,BGN,2.2599
1.0,USD,2000-10-12,CAD,1.5057
1.0,USD,2000-10-12,CHF,1.7478
1.0,USD,2000-10-12,CYP,0.6619
1.0,USD,2000-10-12,CZK,40.944
1.0,USD,2000-10-12,DKK,8.6117
1.0,USD,2000-10-12,EEK,18.0927
1.0,USD,2000-10-12,EUR,1.1563
1.0,USD,2000-10-12,GBP,0.68467
1.0,USD,2000-10-12,HKD,7.7968
1.0,USD,2000-10-12,HUF,303.93
1.0,USD,2000-10-12,ISK,84.19
1.0,USD,2000-10-12,JPY,107.54
1.0,USD,2000-10-12,KRW,1122.5
1.0,USD,2000-10-12,LTL,4.0008
1.0,USD,2000-10-12,LVL,0.61945
1.0,USD,2000-10-12,MTL,0.45664
1.0,USD,2000-10-12,NOK,9.3131
1.0,USD,2000-10-12,NZD,2.5091
1.0,USD,2000-10-12,PLN,4.6589
1.0,USD,2000-10-12,ROL,24488.0
1.0,USD,2000-10-12,SEK,9.9133
1.0,USD,2000-10-12,SGD,1.754
1.0,USD,2000-10-12,SIT,242.98
1.0,USD,2000-10-12,SKK,50.638
1.0,USD,2000-10-12,TRL,673566.0
1.0,USD,2000-10-12,ZAR,7.4093
