amount,base_currency,date,currency,exchange_rate
1.0,USD,2015-10-05,AUD,1.4109
1.0,USD,2015-10-05,BGN,1.7407
1.0,USD,2015-10-05,BRL,3.9212
1.0,USD,2015-10-05,CAD,1.3114
1.0,USD,2015-10-05,CHF,0.97348
1.0,USD,2015-10-05,CNY,6.3561
1.0,USD,2015-10-05,CZK,24.138
1.0,USD,2015-10-05,DKK,6.6398
1.0,USD,2015-10-05,EUR,0.89
1.0,USD,2015-10-05,GBP,0.65878
1.0,USD,2015-10-05,HKD,7.7501
1.0,USD,2015-10-05,HRK,6.7874
1.0,USD,2015-10-05,HUF,277.59
1.0,USD,2015-10-05,IDR,14422.0
1.0,USD,2015-10-05,ILS,3.8621
1.0,USD,2015-10-05,INR,65.3
1.0,USD,2015-10-05,JPY,120.21
1.0,USD,2015-10-05,KRW,1161.32
1.0,USD,2015-10-05,MXN,16.656
1.0,USD,2015-10-05,MYR,4.369
1.0,USD,2015-10-05,NOK,8.3544
1.0,USD,2015-10-05,NZD,1.5372
1.0,USD,2015-10-05,PHP,46.452
1.0,USD,2015-10-05,PLN,3.7779
1.0,USD,2015-10-05,RON,3.9309
1.0,USD,2015-10-05,RUB,65.108
1.0,USD,2015-10-05,SEK,8.3226
1.0,USD,2015-10-05,SGD,1.4226
1.0,USD,2015-10-05,THB,36.36
1.0,USD,2015-10-05,TRY,2.9947
1.0,USD,2015-10-05,ZAR,13.59
