amount,base_currency,date,currency,exchange_rate
1.0,USD,2023-08-30,AUD,1.5446
1.0,USD,2023-08-30,BGN,1.7966
1.0,USD,2023-08-30,BRL,4.8573
1.0,USD,2023-08-30,CAD,1.3562
1.0,USD,2023-08-30,CHF,0.87893
1.0,USD,2023-08-30,CNY,7.2889
1.0,USD,2023-08-30,CZK,22.145
1.0,USD,2023-08-30,DKK,6.8465
1.0,USD,2023-08-30,EUR,0.91861
1.0,USD,2023-08-30,GBP,0.78927
1.0,USD,2023-08-30,HKD,7.8474
1.0,USD,2023-08-30,HUF,348.93
1.0,USD,2023-08-30,IDR,15240.0
1.0,USD,2023-08-30,ILS,3.7982
1.0,USD,2023-08-30,INR,82.69
1.0,USD,2023-08-30,ISK,131.09
1.0,USD,2023-08-30,JPY,146.2
1.0,USD,2023-08-30,KRW,1324.7
1.0,USD,2023-08-30,MXN,16.7626
1.0,USD,2023-08-30,MYR,4.64
1.0,USD,2023-08-30,NOK,10.6063
1.0,USD,2023-08-30,NZD,1.6765
1.0,USD,2023-08-30,PHP,56.77
1.0,USD,2023-08-30,PLN,4.1088
1.0,USD,2023-08-30,RON,4.5398
1.0,USD,2023-08-30,SEK,10.8773
1.0,USD,2023-08-30,SGD,1.3525
1.0,USD,2023-08-30,THB,35.04
1.0,USD,2023-08-30,TRY,26.749
1.0,USD,2023-08-30,ZAR,18.5716
