amount,base_currency,date,currency,exchange_rate
1.0,USD,2010-09-23,AUD,1.0552
1.0,USD,2010-09-23,BGN,1.468
1.0,USD,2010-09-23,BRL,1.7242
1.0,USD,2010-09-23,CAD,1.0354
1.0,USD,2010-09-23,CHF,0.98611
1.0,USD,2010-09-23,CNY,6.7079
1.0,USD,2010-09-23,CZK,18.4823
1.0,USD,2010-09-23,DKK,5.5915
1.0,USD,2010-09-23,EEK,11.7441
1.0,USD,2010-09-23,EUR,0.75058
1.0,USD,2010-09-23,GBP,0.63837
1.0,USD,2010-09-23,HKD,7.7592
1.0,USD,2010-09-23,HRK,5.471
1.0,USD,2010-09-23,HUF,210.8
1.0,USD,2010-09-23,IDR,8963.0
1.0,USD,2010-09-23,INR,45.587
1.0,USD,2010-09-23,JPY,84.43
1.0,USD,2010-09-23,KRW,1154.13
1.0,USD,2010-09-23,LTL,2.5916
1.0,USD,2010-09-23,LVL,0.53239
1.0,USD,2010-09-23,MXN,12.668
1.0,USD,2010-09-23,MYR,3.0955
1.0,USD,2010-09-23,NOK,5.9442
1.0,USD,2010-09-23,NZD,1.3745
1.0,USD,2010-09-23,PHP,44.118
1.0,USD,2010-09-23,PLN,2.9846
1.0,USD,2010-09-23,RON,3.2027
1.0,USD,2010-09-23,RUB,31.041
1.0,USD,2010-09-23,SEK,6.9094
1.0,USD,2010-09-23,SGD,1.3288
1.0,USD,2010-09-23,THB,30.715
1.0,USD,2010-09-23,TRY,1.4907
1.0,USD,2010-09-23,ZAR,7.0817
