amount,base_currency,date,currency,exchange_rate
1.0,USD,2008-02-27,AUD,1.0649
1.0,USD,2008-02-27,BGN,1.3001
1.0,USD,2008-02-27,BRL,1.6741
1.0,USD,2008-02-27,CAD,0.97993
1.0,USD,2008-02-27,CHF,1.0685
1.0,USD,2008-02-27,CNY,7.142
1.0,USD,2008-02-27,CZK,16.6498
1.0,USD,2008-02-27,DKK,4.9552
1.0,USD,2008-02-27,EEK,10.4006
1.0,USD,2008-02-27,EUR,0.66472
1.0,USD,2008-02-27,GBP,0.50359
1.0,USD,2008-02-27,HKD,7.787
1.0,USD,2008-02-27,HRK,4.8371
1.0,USD,2008-02-27,HUF,171.48
1.0,USD,2008-02-27,IDR,9053.0
1.0,USD,2008-02-27,ISK,65.574
1.0,USD,2008-02-27,JPY,106.32
1.0,USD,2008-02-27,KRW,941.05
1.0,USD,2008-02-27,LTL,2.2951
1.0,USD,2008-02-27,LVL,0.46298
1.0,USD,2008-02-27,MXN,10.7368
1.0,USD,2008-02-27,MYR,3.203
1.0,USD,2008-02-27,NOK,5.2207
1.0,USD,2008-02-27,NZD,1.2208
1.0,USD,2008-02-27,PHP,40.22
1.0,USD,2008-02-27,PLN,2.3521
1.0,USD,2008-02-27,RON,2.4261
1.0,USD,2008-02-27,RUB,24.174
1.0,USD,2008-02-27,SEK,6.2055
1.0,USD,2008-02-27,SGD,1.3968
1.0,USD,2008-02-27,SKK,21.814
1.0,USD,2008-02-27,THB,29.846
1.0,USD,2008-02-27,TRY,1.1827
1.0,USD,2008-02-27,ZAR,7.456
