amount,base_currency,date,currency,exchange_rate
1.0,USD,2022-01-03,AUD,1.3819
1.0,USD,2022-01-03,BGN,1.7224
1.0,USD,2022-01-03,BRL,5.5957
1.0,USD,2022-01-03,CAD,1.2699
1.0,USD,2022-01-03,CHF,0.91343
1.0,USD,2022-01-03,CNY,6.3561
1.0,USD,2022-01-03,CZK,21.856
1.0,USD,2022-01-03,DKK,6.5506
1.0,USD,2022-01-03,EUR,0.88067
1.0,USD,2022-01-03,GBP,0.74095
1.0,USD,2022-01-03,HKD,7.7975
1.0,USD,2022-01-03,HRK,6.6218
1.0,USD,2022-01-03,HUF,323.83
1.0,USD,2022-01-03,IDR,14269.0
1.0,USD,2022-01-03,ILS,3.0946
1.0,USD,2022-01-03,INR,74.32
1.0,USD,2022-01-03,ISK,129.99
1.0,USD,2022-01-03,JPY,114.98
1.0,USD,2022-01-03,KRW,1192.78
1.0,USD,2022-01-03,MXN,20.454
1.0,USD,2022-01-03,MYR,4.1725
1.0,USD,2022-01-03,NOK,8.8078
1.0,USD,2022-01-03,NZD,1.4664
1.0,USD,2022-01-03,PHP,51.124
1.0,USD,2022-01-03,PLN,4.0418
1.0,USD,2022-01-03,RON,4.3578
1.0,USD,2022-01-03,RUB,74.443
1.0,USD,2022-01-03,SEK,9.0672
1.0,USD,2022-01-03,SGD,1.3503
1.0,USD,2022-01-03,THB,33.17
1.0,USD,2022-01-03,TRY,13.2785
1.0,USD,2022-01-03,ZAR,15.8222
