amount,base_currency,date,currency,exchange_rate
1.0,USD,2022-01-13,AUD,1.3704
1.0,USD,2022-01-13,BGN,1.7062
1.0,USD,2022-01-13,BRL,5.5411
1.0,USD,2022-01-13,CAD,1.2478
1.0,USD,2022-01-13,CHF,0.91189
1.0,USD,2022-01-13,CNY,6.3607
1.0,USD,2022-01-13,CZK,21.336
1.0,USD,2022-01-13,DKK,6.4912
1.0,USD,2022-01-13,EUR,0.87237
1.0,USD,2022-01-13,GBP,0.72882
1.0,USD,2022-01-13,HKD,7.7893
1.0,USD,2022-01-13,HRK,6.5604
1.0,USD,2022-01-13,HUF,309.9
1.0,USD,2022-01-13,IDR,14289.0
1.0,USD,2022-01-13,ILS,3.109
1.0,USD,2022-01-13,INR,73.907
1.0,USD,2022-01-13,ISK,128.24
1.0,USD,2022-01-13,JPY,114.26
1.0,USD,2022-01-13,KRW,1185.76
1.0,USD,2022-01-13,MXN,20.404
1.0,USD,2022-01-13,MYR,4.1765
1.0,USD,2022-01-13,NOK,8.6655
1.0,USD,2022-01-13,NZD,1.4548
1.0,USD,2022-01-13,PHP,51.097
1.0,USD,2022-01-13,PLN,3.9572
1.0,USD,2022-01-13,RON,4.313
1.0,USD,2022-01-13,RUB,75.547
1.0,USD,2022-01-13,SEK,8.9313
1.0,USD,2022-01-13,SGD,1.3458
1.0,USD,2022-01-13,THB,33.22
1.0,USD,2022-01-13,TRY,13.5867
1.0,USD,2022-01-13,ZAR,15.387
