amount,base_currency,date,currency,exchange_rate
1.0,USD,2005-04-12,AUD,1.289
1.0,USD,2005-04-12,BGN,1.5063
1.0,USD,2005-04-12,CAD,1.2339
1.0,USD,2005-04-12,CHF,1.1932
1.0,USD,2005-04-12,CNY,8.2765
1.0,USD,2005-04-12,CYP,0.4489
1.0,USD,2005-04-12,CZK,23.021
1.0,USD,2005-04-12,DKK,5.7375
1.0,USD,2005-04-12,EEK,12.0497
1.0,USD,2005-04-12,EUR,0.77012
1.0,USD,2005-04-12,GBP,0.52784
1.0,USD,2005-04-12,HKD,7.7992
1.0,USD,2005-04-12,HRK,5.695
1.0,USD,2005-04-12,HUF,189.4
1.0,USD,2005-04-12,IDR,9487.0
1.0,USD,2005-04-12,ISK,61.972
1.0,USD,2005-04-12,JPY,107.79
1.0,USD,2005-04-12,KRW,1013.4
1.0,USD,2005-04-12,LTL,2.6591
1.0,USD,2005-04-12,LVL,0.536
1.0,USD,2005-04-12,MTL,0.33138
1.0,USD,2005-04-12,MYR,3.7999
1.0,USD,2005-04-12,NOK,6.2965
1.0,USD,2005-04-12,NZD,1.3849
1.0,USD,2005-04-12,PHP,54.175
1.0,USD,2005-04-12,PLN,3.1415
1.0,USD,2005-04-12,ROL,27860.0
1.0,USD,2005-04-12,RUB,27.773
1.0,USD,2005-04-12,SEK,7.0526
1.0,USD,2005-04-12,SGD,1.6471
1.0,USD,2005-04-12,SIT,184.61
1.0,USD,2005-04-12,SKK,29.773
1.0,USD,2005-04-12,THB,39.67
1.0,USD,2005-04-12,TRY,1.3452
1.0,USD,2005-04-12,ZAR,6.1328
