amount,base_currency,date,currency,exchange_rate
1.0,USD,2026-03-26,AUD,1.4467
1.0,USD,2026-03-26,BRL,5.2366
1.0,USD,2026-03-26,CAD,1.3835
1.0,USD,2026-03-26,CHF,0.79305
1.0,USD,2026-03-26,CNY,6.9102
1.0,USD,2026-03-26,CZK,21.213
1.0,USD,2026-03-26,DKK,6.4754
1.0,USD,2026-03-26,EUR,0.86663
1.0,USD,2026-03-26,GBP,0.74976
1.0,USD,2026-03-26,HKD,7.824
1.0,USD,2026-03-26,HUF,336.55
1.0,USD,2026-03-26,IDR,16917.0
1.0,USD,2026-03-26,ILS,3.1284
1.0,USD,2026-03-26,INR,94.12
1.0,USD,2026-03-26,ISK,124.27
1.0,USD,2026-03-26,JPY,159.62
1.0,USD,2026-03-26,KRW,1506.32
1.0,USD,2026-03-26,MXN,17.8178
1.0,USD,2026-03-26,MYR,3.994
1.0,USD,2026-03-26,NOK,9.6425
1.0,USD,2026-03-26,NZD,1.7296
1.0,USD,2026-03-26,PHP,60.215
1.0,USD,2026-03-26,PLN,3.7042
1.0,USD,2026-03-26,RON,4.4175
1.0,USD,2026-03-26,SEK,9.3947
1.0,USD,2026-03-26,SGD,1.2844
1.0,USD,2026-03-26,THB,32.9
1.0,USD,2026-03-26,TRY,44.367
1.0,USD,2026-03-26,ZAR,17.0577
1.0,USD,2026-03-27,AUD,1.4527
1.0,USD,2026-03-27,BRL,5.2561
1.0,USD,2026-03-27,CAD,1.387
1.0,USD,2026-03-27,CHF,0.79691
1.0,USD,2026-03-27,CNY,6.9138
1.0,USD,2026-03-27,CZK,21.309
1.0,USD,2026-03-27,DKK,6.4879
1.0,USD,2026-03-27,EUR,0.86828
1.0,USD,2026-03-27,GBP,0.75297
1.0,USD,2026-03-27,HKD,7.8339
1.0,USD,2026-03-27,HUF,338.4
1.0,USD,2026-03-27,IDR,16983.0
1.0,USD,2026-03-27,ILS,3.1544
1.0,USD,2026-03-27,INR,94.81
1.0,USD,2026-03-27,ISK,124.69
1.0,USD,2026-03-27,JPY,159.9
1.0,USD,2026-03-27,KRW,1511.5
1.0,USD,2026-03-27,MXN,18.0577
1.0,USD,2026-03-27,MYR,4.013
1.0,USD,2026-03-27,NOK,9.7148
1.0,USD,2026-03-27,NZD,1.7382
1.0,USD,2026-03-27,PHP,60.564
1.0,USD,2026-03-27,PLN,3.7228
1.0,USD,2026-03-27,RON,4.4273
1.0,USD,2026-03-27,SEK,9.4452
1.0,USD,2026-03-27,SGD,1.2877
1.0,USD,2026-03-27,THB,32.95
1.0,USD,2026-03-27,TRY,44.456
1.0,USD,2026-03-27,ZAR,17.1906
