amount,base_currency,date,currency,exchange_rate
1.0,USD,2008-09-17,AUD,1.2588
1.0,USD,2008-09-17,BGN,1.375
1.0,USD,2008-09-17,BRL,1.816
1.0,USD,2008-09-17,CAD,1.0669
1.0,USD,2008-09-17,CHF,1.1193
1.0,USD,2008-09-17,CNY,6.837
1.0,USD,2008-09-17,CZK,16.8764
1.0,USD,2008-09-17,DKK,5.2446
1.0,USD,2008-09-17,EEK,11.0001
1.0,USD,2008-09-17,EUR,0.70304
1.0,USD,2008-09-17,GBP,0.55902
1.0,USD,2008-09-17,HKD,7.7803
1.0,USD,2008-09-17,HRK,5.0006
1.0,USD,2008-09-17,HUF,170.06
1.0,USD,2008-09-17,IDR,9400.0
1.0,USD,2008-09-17,ISK,93.46
1.0,USD,2008-09-17,JPY,105.64
1.0,USD,2008-09-17,KRW,1116.25
1.0,USD,2008-09-17,LTL,2.4274
1.0,USD,2008-09-17,LVL,0.49627
1.0,USD,2008-09-17,MXN,10.699
1.0,USD,2008-09-17,MYR,3.4545
1.0,USD,2008-09-17,NOK,5.8282
1.0,USD,2008-09-17,NZD,1.5178
1.0,USD,2008-09-17,PHP,47.068
1.0,USD,2008-09-17,PLN,2.3538
1.0,USD,2008-09-17,RON,2.5608
1.0,USD,2008-09-17,RUB,25.531
1.0,USD,2008-09-17,SEK,6.7579
1.0,USD,2008-09-17,SGD,1.4356
1.0,USD,2008-09-17,SKK,21.27
1.0,USD,2008-09-17,THB,34.335
1.0,USD,2008-09-17,TRY,1.2659
1.0,USD,2008-09-17,ZAR,8.1502
