amount,base_currency,date,currency,exchange_rate
1.0,USD,2007-06-01,AUD,1.2068
1.0,USD,2007-06-01,BGN,1.4556
1.0,USD,2007-06-01,CAD,1.0669
1.0,USD,2007-06-01,CHF,1.2291
1.0,USD,2007-06-01,CNY,7.6473
1.0,USD,2007-06-01,CYP,0.43406
1.0,USD,2007-06-01,CZK,21.052
1.0,USD,2007-06-01,DKK,5.5441
1.0,USD,2007-06-01,EEK,11.6453
1.0,USD,2007-06-01,EUR,0.74427
1.0,USD,2007-06-01,GBP,0.50554
1.0,USD,2007-06-01,HKD,7.8093
1.0,USD,2007-06-01,HRK,5.442
1.0,USD,2007-06-01,HUF,186.31
1.0,USD,2007-06-01,IDR,8827.0
1.0,USD,2007-06-01,ISK,61.402
1.0,USD,2007-06-01,JPY,121.92
1.0,USD,2007-06-01,KRW,928.4
1.0,USD,2007-06-01,LTL,2.5698
1.0,USD,2007-06-01,LVL,0.51809
1.0,USD,2007-06-01,MTL,0.31951
1.0,USD,2007-06-01,MYR,3.399
1.0,USD,2007-06-01,NOK,6.0368
1.0,USD,2007-06-01,NZD,1.3518
1.0,USD,2007-06-01,PHP,46.15
1.0,USD,2007-06-01,PLN,2.8394
1.0,USD,2007-06-01,RON,2.4297
1.0,USD,2007-06-01,RUB,25.906
1.0,USD,2007-06-01,SEK,6.9336
1.0,USD,2007-06-01,SGD,1.5293
1.0,USD,2007-06-01,SKK,25.203
1.0,USD,2007-06-01,THB,32.906
1.0,USD,2007-06-01,TRY,1.3127
1.0,USD,2007-06-01,ZAR,7.1216
