amount,base_currency,date,currency,exchange_rate
1.0,USD,2014-10-30,AUD,1.136
1.0,USD,2014-10-30,BGN,1.5525
1.0,USD,2014-10-30,BRL,2.4173
1.0,USD,2014-10-30,CAD,1.1172
1.0,USD,2014-10-30,CHF,0.95722
1.0,USD,2014-10-30,CNY,6.1146
1.0,USD,2014-10-30,CZK,22.011
1.0,USD,2014-10-30,DKK,5.9096
1.0,USD,2014-10-30,EUR,0.79378
1.0,USD,2014-10-30,GBP,0.62486
1.0,USD,2014-10-30,HKD,7.7557
1.0,USD,2014-10-30,HRK,6.0815
1.0,USD,2014-10-30,HUF,245.13
1.0,USD,2014-10-30,IDR,12150.0
1.0,USD,2014-10-30,ILS,3.773
1.0,USD,2014-10-30,INR,61.434
1.0,USD,2014-10-30,JPY,108.96
1.0,USD,2014-10-30,KRW,1056.0
1.0,USD,2014-10-30,LTL,2.7408
1.0,USD,2014-10-30,MXN,13.4519
1.0,USD,2014-10-30,MYR,3.2859
1.0,USD,2014-10-30,NOK,6.7157
1.0,USD,2014-10-30,NZD,1.2807
1.0,USD,2014-10-30,PHP,44.881
1.0,USD,2014-10-30,PLN,3.3472
1.0,USD,2014-10-30,RON,3.5065
1.0,USD,2014-10-30,RUB,42.149
1.0,USD,2014-10-30,SEK,7.3591
1.0,USD,2014-10-30,SGD,1.2784
1.0,USD,2014-10-30,THB,32.565
1.0,USD,2014-10-30,TRY,2.2137
1.0,USD,2014-10-30,ZAR,10.9044
