amount,base_currency,date,currency,exchange_rate
1.0,USD,2007-02-16,AUD,1.2733
1.0,USD,2007-02-16,BGN,1.4908
1.0,USD,2007-02-16,CAD,1.1631
1.0,USD,2007-02-16,CHF,1.2358
1.0,USD,2007-02-16,CNY,7.7426
1.0,USD,2007-02-16,CYP,0.4415
1.0,USD,2007-02-16,CZK,21.533
1.0,USD,2007-02-16,DKK,5.6828
1.0,USD,2007-02-16,EEK,11.9267
1.0,USD,2007-02-16,EUR,0.76225
1.0,USD,2007-02-16,GBP,0.51307
1.0,USD,2007-02-16,HKD,7.8136
1.0,USD,2007-02-16,HRK,5.606
1.0,USD,2007-02-16,HUF,192.54
1.0,USD,2007-02-16,IDR,9050.0
1.0,USD,2007-02-16,ISK,67.2
1.0,USD,2007-02-16,JPY,119.12
1.0,USD,2007-02-16,KRW,936.45
1.0,USD,2007-02-16,LTL,2.6319
1.0,USD,2007-02-16,LVL,0.53121
1.0,USD,2007-02-16,MTL,0.32724
1.0,USD,2007-02-16,MYR,3.493
1.0,USD,2007-02-16,NOK,6.1319
1.0,USD,2007-02-16,NZD,1.4372
1.0,USD,2007-02-16,PHP,47.975
1.0,USD,2007-02-16,PLN,2.9781
1.0,USD,2007-02-16,RON,2.573
1.0,USD,2007-02-16,RUB,26.247
1.0,USD,2007-02-16,SEK,7.0662
1.0,USD,2007-02-16,SGD,1.5323
1.0,USD,2007-02-16,SKK,26.127
1.0,USD,2007-02-16,THB,33.4
1.0,USD,2007-02-16,TRY,1.3881
1.0,USD,2007-02-16,ZAR,7.1911
