amount,base_currency,date,currency,exchange_rate
1.0,USD,2024-06-18,AUD,1.5126
1.0,USD,2024-06-18,BGN,1.8253
1.0,USD,2024-06-18,BRL,5.4386
1.0,USD,2024-06-18,CAD,1.3748
1.0,USD,2024-06-18,CHF,0.88773
1.0,USD,2024-06-18,CNY,7.256
1.0,USD,2024-06-18,CZK,23.114
1.0,USD,2024-06-18,DKK,6.9623
1.0,USD,2024-06-18,EUR,0.93327
1.0,USD,2024-06-18,GBP,0.78899
1.0,USD,2024-06-18,HKD,7.8081
1.0,USD,2024-06-18,HUF,368.76
1.0,USD,2024-06-18,IDR,16420.0
1.0,USD,2024-06-18,ILS,3.7207
1.0,USD,2024-06-18,INR,83.43
1.0,USD,2024-06-18,ISK,139.34
1.0,USD,2024-06-18,JPY,158.11
1.0,USD,2024-06-18,KRW,1385.04
1.0,USD,2024-06-18,MXN,18.401
1.0,USD,2024-06-18,MYR,4.714
1.0,USD,2024-06-18,NOK,10.6841
1.0,USD,2024-06-18,NZD,1.639
1.0,USD,2024-06-18,PHP,58.715
1.0,USD,2024-06-18,PLN,4.06
1.0,USD,2024-06-18,RON,4.6442
1.0,USD,2024-06-18,SEK,10.504
1.0,USD,2024-06-18,SGD,1.3542
1.0,USD,2024-06-18,THB,36.815
1.0,USD,2024-06-18,TRY,32.643
1.0,USD,2024-06-18,ZAR,18.1333
