amount,base_currency,date,currency,exchange_rate
1.0,USD,2010-11-16,AUD,1.0192
1.0,USD,2010-11-16,BGN,1.4368
1.0,USD,2010-11-16,BRL,1.7267
1.0,USD,2010-11-16,CAD,1.0151
1.0,USD,2010-11-16,CHF,0.98501
1.0,USD,2010-11-16,CNY,6.6379
1.0,USD,2010-11-16,CZK,18.0774
1.0,USD,2010-11-16,DKK,5.4766
1.0,USD,2010-11-16,EEK,11.4947
1.0,USD,2010-11-16,EUR,0.73465
1.0,USD,2010-11-16,GBP,0.62518
1.0,USD,2010-11-16,HKD,7.7539
1.0,USD,2010-11-16,HRK,5.432
1.0,USD,2010-11-16,HUF,203.46
1.0,USD,2010-11-16,IDR,8960.0
1.0,USD,2010-11-16,INR,45.313
1.0,USD,2010-11-16,JPY,83.17
1.0,USD,2010-11-16,KRW,1130.7
1.0,USD,2010-11-16,LTL,2.5366
1.0,USD,2010-11-16,LVL,0.52101
1.0,USD,2010-11-16,MXN,12.2958
1.0,USD,2010-11-16,MYR,3.1305
1.0,USD,2010-11-16,NOK,5.9999
1.0,USD,2010-11-16,NZD,1.297
1.0,USD,2010-11-16,PHP,43.76
1.0,USD,2010-11-16,PLN,2.8924
1.0,USD,2010-11-16,RON,3.1535
1.0,USD,2010-11-16,RUB,31.092
1.0,USD,2010-11-16,SEK,6.8875
1.0,USD,2010-11-16,SGD,1.299
1.0,USD,2010-11-16,THB,29.865
1.0,USD,2010-11-16,TRY,1.4547
1.0,USD,2010-11-16,ZAR,7.0104
