amount,base_currency,date,currency,exchange_rate
1.0,USD,2010-11-22,AUD,1.0125
1.0,USD,2010-11-22,BGN,1.4331
1.0,USD,2010-11-22,BRL,1.7185
1.0,USD,2010-11-22,CAD,1.016
1.0,USD,2010-11-22,CHF,0.98959
1.0,USD,2010-11-22,CNY,6.6416
1.0,USD,2010-11-22,CZK,18.0882
1.0,USD,2010-11-22,DKK,5.4635
1.0,USD,2010-11-22,EEK,11.4652
1.0,USD,2010-11-22,EUR,0.73276
1.0,USD,2010-11-22,GBP,0.62644
1.0,USD,2010-11-22,HKD,7.7553
1.0,USD,2010-11-22,HRK,5.4195
1.0,USD,2010-11-22,HUF,200.12
1.0,USD,2010-11-22,IDR,8934.0
1.0,USD,2010-11-22,INR,45.435
1.0,USD,2010-11-22,JPY,83.51
1.0,USD,2010-11-22,KRW,1130.18
1.0,USD,2010-11-22,LTL,2.5301
1.0,USD,2010-11-22,LVL,0.51975
1.0,USD,2010-11-22,MXN,12.28
1.0,USD,2010-11-22,MYR,3.102
1.0,USD,2010-11-22,NOK,6.0138
1.0,USD,2010-11-22,NZD,1.2947
1.0,USD,2010-11-22,PHP,44.037
1.0,USD,2010-11-22,PLN,2.8827
1.0,USD,2010-11-22,RON,3.1489
1.0,USD,2010-11-22,RUB,31.078
1.0,USD,2010-11-22,SEK,6.8773
1.0,USD,2010-11-22,SGD,1.2984
1.0,USD,2010-11-22,THB,29.96
1.0,USD,2010-11-22,TRY,1.4449
1.0,USD,2010-11-22,ZAR,6.9977
