amount,base_currency,date,currency,exchange_rate
1.0,USD,2017-09-20,AUD,1.2402
1.0,USD,2017-09-20,BGN,1.6289
1.0,USD,2017-09-20,BRL,3.1298
1.0,USD,2017-09-20,CAD,1.2244
1.0,USD,2017-09-20,CHF,0.96044
1.0,USD,2017-09-20,CNY,6.5752
1.0,USD,2017-09-20,CZK,21.73
1.0,USD,2017-09-20,DKK,6.1974
1.0,USD,2017-09-20,EUR,0.83285
1.0,USD,2017-09-20,GBP,0.73857
1.0,USD,2017-09-20,HKD,7.8011
1.0,USD,2017-09-20,HRK,6.232
1.0,USD,2017-09-20,HUF,256.8
1.0,USD,2017-09-20,IDR,13281.0
1.0,USD,2017-09-20,ILS,3.5035
1.0,USD,2017-09-20,INR,64.292
1.0,USD,2017-09-20,JPY,111.29
1.0,USD,2017-09-20,KRW,1127.21
1.0,USD,2017-09-20,MXN,17.7521
1.0,USD,2017-09-20,MYR,4.1925
1.0,USD,2017-09-20,NOK,7.7821
1.0,USD,2017-09-20,NZD,1.3556
1.0,USD,2017-09-20,PHP,50.901
1.0,USD,2017-09-20,PLN,3.5624
1.0,USD,2017-09-20,RON,3.8305
1.0,USD,2017-09-20,RUB,57.831
1.0,USD,2017-09-20,SEK,7.94
1.0,USD,2017-09-20,SGD,1.3432
1.0,USD,2017-09-20,THB,33.07
1.0,USD,2017-09-20,TRY,3.4681
1.0,USD,2017-09-20,ZAR,13.2471
