amount,base_currency,date,currency,exchange_rate
1.0,USD,2002-02-01,AUD,1.9617
1.0,USD,2002-02-01,BGN,2.2602
1.0,USD,2002-02-01,CAD,1.5882
1.0,USD,2002-02-01,CHF,1.7123
1.0,USD,2002-02-01,CYP,0.66783
1.0,USD,2002-02-01,CZK,36.967
1.0,USD,2002-02-01,DKK,8.6054
1.0,USD,2002-02-01,EEK,18.1263
1.0,USD,2002-02-01,EUR,1.1585
1.0,USD,2002-02-01,GBP,0.70667
1.0,USD,2002-02-01,HKD,7.7994
1.0,USD,2002-02-01,HUF,281.51
1.0,USD,2002-02-01,ISK,102.7
1.0,USD,2002-02-01,JPY,133.99
1.0,USD,2002-02-01,KRW,1312.6
1.0,USD,2002-02-01,LTL,4.0
1.0,USD,2002-02-01,LVL,0.64249
1.0,USD,2002-02-01,MTL,0.4605
1.0,USD,2002-02-01,NOK,9.0831
1.0,USD,2002-02-01,NZD,2.3957
1.0,USD,2002-02-01,PLN,4.1532
1.0,USD,2002-02-01,ROL,32090.0
1.0,USD,2002-02-01,SEK,10.6441
1.0,USD,2002-02-01,SGD,1.8356
1.0,USD,2002-02-01,SIT,257.88
1.0,USD,2002-02-01,SKK,49.201
1.0,USD,2002-02-01,TRL,1312558.0
1.0,USD,2002-02-01,ZAR,11.505
1.0,USD,2002-02-04,AUD,1.9586
1.0,USD,2002-02-04,BGN,2.2568
1.0,USD,2002-02-04,CAD,1.5904
1.0,USD,2002-02-04,CHF,1.7127
1.0,USD,2002-02-04,CYP,0.66675
1.0,USD,2002-02-04,CZK,36.854
1.0,USD,2002-02-04,DKK,8.5937
1.0,USD,2002-02-04,EEK,18.1011
1.0,USD,2002-02-04,EUR,1.1569
1.0,USD,2002-02-04,GBP,0.70534
1.0,USD,2002-02-04,HKD,7.7996
1.0,USD,2002-02-04,HUF,282.1
1.0,USD,2002-02-04,ISK,102.16
1.0,USD,2002-02-04,JPY,133.29
1.0,USD,2002-02-04,KRW,1312.0
1.0,USD,2002-02-04,LTL,3.9944
1.0,USD,2002-02-04,LVL,0.64472
1.0,USD,2002-02-04,MTL,0.45997
1.0,USD,2002-02-04,NOK,9.067
1.0,USD,2002-02-04,NZD,2.3884
1.0,USD,2002-02-04,PLN,4.2052
1.0,USD,2002-02-04,ROL,32158.0
1.0,USD,2002-02-04,SEK,10.6603
1.0,USD,2002-02-04,SGD,1.8355
1.0,USD,2002-02-04,SIT,257.72
1.0,USD,2002-02-04,SKK,49.118
1.0,USD,2002-02-04,TRL,1314206.0
1.0,USD,2002-02-04,ZAR,11.685
1.0,USD,2002-02-05,AUD,1.957
1.0,USD,2002-02-05,BGN,2.247
1.0,USD,2002-02-05,CAD,1.5986
1.0,USD,2002-02-05,CHF,1.6988
1.0,USD,2002-02-05,CYP,0.66341
1.0,USD,2002-02-05,CZK,36.713
1.0,USD,2002-02-05,DKK,8.5552
1.0,USD,2002-02-05,EEK,18.0198
1.0,USD,2002-02-05,EUR,1.1517
1.0,USD,2002-02-05,GBP,0.70425
1.0,USD,2002-02-05,HKD,7.7994
1.0,USD,2002-02-05,HUF,281.4
1.0,USD,2002-02-05,ISK,101.93
1.0,USD,2002-02-05,JPY,133.23
1.0,USD,2002-02-05,KRW,1311.8
1.0,USD,2002-02-05,LTL,3.977
1.0,USD,2002-02-05,LVL,0.64413
1.0,USD,2002-02-05,MTL,0.45871
1.0,USD,2002-02-05,NOK,9.0464
1.0,USD,2002-02-05,NZD,2.392
1.0,USD,2002-02-05,PLN,4.1886
1.0,USD,2002-02-05,ROL,32192.0
1.0,USD,2002-02-05,SEK,10.6615
1.0,USD,2002-02-05,SGD,1.8345
1.0,USD,2002-02-05,SIT,256.54
1.0,USD,2002-02-05,SKK,48.952
1.0,USD,2002-02-05,TRL,1309455.0
1.0,USD,2002-02-05,ZAR,11.6024
1.0,USD,2002-02-06,AUD,1.9699
1.0,USD,2002-02-06,BGN,2.2487
1.0,USD,2002-02-06,CAD,1.6019
1.0,USD,2002-02-06,CHF,1.697
1.0,USD,2002-02-06,CYP,0.6644
1.0,USD,2002-02-06,CZK,36.779
1.0,USD,2002-02-06,DKK,8.5738
1.0,USD,2002-02-06,EEK,18.0593
1.0,USD,2002-02-06,EUR,1.1542
1.0,USD,2002-02-06,GBP,0.7066
1.0,USD,2002-02-06,HKD,7.7995
1.0,USD,2002-02-06,HUF,281.45
1.0,USD,2002-02-06,ISK,102.15
1.0,USD,2002-02-06,JPY,133.37
1.0,USD,2002-02-06,KRW,1317.0
1.0,USD,2002-02-06,LTL,3.9857
1.0,USD,2002-02-06,LVL,0.64439
1.0,USD,2002-02-06,MTL,0.45949
1.0,USD,2002-02-06,NOK,9.0362
1.0,USD,2002-02-06,NZD,2.4007
1.0,USD,2002-02-06,PLN,4.2157
1.0,USD,2002-02-06,ROL,32058.0
1.0,USD,2002-02-06,SEK,10.6337
1.0,USD,2002-02-06,SGD,1.8328
1.0,USD,2002-02-06,SIT,257.05
1.0,USD,2002-02-06,SKK,49.028
1.0,USD,2002-02-06,TRL,1330794.0
1.0,USD,2002-02-06,ZAR,11.5063
1.0,USD,2002-02-07,AUD,1.9702
1.0,USD,2002-02-07,BGN,2.2478
1.0,USD,2002-02-07,CAD,1.6046
1.0,USD,2002-02-07,CHF,1.6992
1.0,USD,2002-02-07,CYP,0.6644
1.0,USD,2002-02-07,CZK,36.796
1.0,USD,2002-02-07,DKK,8.5731
1.0,USD,2002-02-07,EEK,18.0593
1.0,USD,2002-02-07,EUR,1.1542
1.0,USD,2002-02-07,GBP,0.70972
1.0,USD,2002-02-07,HKD,7.7994
1.0,USD,2002-02-07,HUF,282.72
1.0,USD,2002-02-07,ISK,102.3
1.0,USD,2002-02-07,JPY,133.59
1.0,USD,2002-02-07,KRW,1318.2
1.0,USD,2002-02-07,LTL,3.9855
1.0,USD,2002-02-07,LVL,0.6437
1.0,USD,2002-02-07,MTL,0.45995
1.0,USD,2002-02-07,NOK,9.0051
1.0,USD,2002-02-07,NZD,2.4082
1.0,USD,2002-02-07,PLN,4.259
1.0,USD,2002-02-07,ROL,32075.0
1.0,USD,2002-02-07,SEK,10.6521
1.0,USD,2002-02-07,SGD,1.8294
1.0,USD,2002-02-07,SIT,256.64
1.0,USD,2002-02-07,SKK,48.999
1.0,USD,2002-02-07,TRL,1333102.0
1.0,USD,2002-02-07,ZAR,11.5624
1.0,USD,2002-02-08,AUD,1.9594
1.0,USD,2002-02-08,BGN,2.2279
1.0,USD,2002-02-08,CAD,1.5968
1.0,USD,2002-02-08,CHF,1.6844
1.0,USD,2002-02-08,CYP,0.65881
1.0,USD,2002-02-08,CZK,36.373
1.0,USD,2002-02-08,DKK,8.4989
1.0,USD,2002-02-08,EEK,17.9023
1.0,USD,2002-02-08,EUR,1.1442
1.0,USD,2002-02-08,GBP,0.70744
1.0,USD,2002-02-08,HKD,7.7997
1.0,USD,2002-02-08,HUF,279.12
1.0,USD,2002-02-08,ISK,101.77
1.0,USD,2002-02-08,JPY,134.39
1.0,USD,2002-02-08,KRW,1320.19
1.0,USD,2002-02-08,LTL,3.9506
1.0,USD,2002-02-08,LVL,0.64222
1.0,USD,2002-02-08,MTL,0.45755
1.0,USD,2002-02-08,NOK,8.9605
1.0,USD,2002-02-08,NZD,2.3936
1.0,USD,2002-02-08,PLN,4.2105
1.0,USD,2002-02-08,ROL,32100.0
1.0,USD,2002-02-08,SEK,10.5951
1.0,USD,2002-02-08,SGD,1.8335
1.0,USD,2002-02-08,SIT,254.41
1.0,USD,2002-02-08,SKK,48.462
1.0,USD,2002-02-08,TRL,1372998.0
1.0,USD,2002-02-08,ZAR,11.467
1.0,USD,2002-02-11,AUD,1.9492
1.0,USD,2002-02-11,BGN,2.2151
1.0,USD,2002-02-11,CAD,1.5937
1.0,USD,2002-02-11,CHF,1.6808
1.0,USD,2002-02-11,CYP,0.65481
1.0,USD,2002-02-11,CZK,36.096
1.0,USD,2002-02-11,DKK,8.4481
1.0,USD,2002-02-11,EEK,17.7924
1.0,USD,2002-02-11,EUR,1.1371
1.0,USD,2002-02-11,GBP,0.7023
1.0,USD,2002-02-11,HKD,7.7995
1.0,USD,2002-02-11,HUF,276.84
1.0,USD,2002-02-11,ISK,101.13
1.0,USD,2002-02-11,JPY,133.91
1.0,USD,2002-02-11,KRW,1320.0
1.0,USD,2002-02-11,LTL,3.9265
1.0,USD,2002-02-11,LVL,0.64078
1.0,USD,2002-02-11,MTL,0.45542
1.0,USD,2002-02-11,NOK,8.9106
1.0,USD,2002-02-11,NZD,2.3733
1.0,USD,2002-02-11,PLN,4.1778
1.0,USD,2002-02-11,ROL,32075.0
1.0,USD,2002-02-11,SEK,10.5297
1.0,USD,2002-02-11,SGD,1.8325
1.0,USD,2002-02-11,SIT,253.02
1.0,USD,2002-02-11,SKK,48.36
1.0,USD,2002-02-11,TRL,1383898.0
1.0,USD,2002-02-11,ZAR,11.48
1.0,USD,2002-02-12,AUD,1.9662
1.0,USD,2002-02-12,BGN,2.2254
1.0,USD,2002-02-12,CAD,1.5915
1.0,USD,2002-02-12,CHF,1.687
1.0,USD,2002-02-12,CYP,0.65791
1.0,USD,2002-02-12,CZK,36.296
1.0,USD,2002-02-12,DKK,8.4882
1.0,USD,2002-02-12,EEK,17.8757
1.0,USD,2002-02-12,EUR,1.1425
1.0,USD,2002-02-12,GBP,0.70102
1.0,USD,2002-02-12,HKD,7.7998
1.0,USD,2002-02-12,HUF,278.48
1.0,USD,2002-02-12,ISK,101.53
1.0,USD,2002-02-12,JPY,133.61
1.0,USD,2002-02-12,KRW,1320.2
1.0,USD,2002-02-12,LTL,3.9449
1.0,USD,2002-02-12,LVL,0.64092
1.0,USD,2002-02-12,MTL,0.4563
1.0,USD,2002-02-12,NOK,8.9478
1.0,USD,2002-02-12,NZD,2.3927
1.0,USD,2002-02-12,PLN,4.1708
1.0,USD,2002-02-12,ROL,32103.0
1.0,USD,2002-02-12,SEK,10.5678
1.0,USD,2002-02-12,SGD,1.8309
1.0,USD,2002-02-12,SIT,253.94
1.0,USD,2002-02-12,SKK,48.6
1.0,USD,2002-02-12,TRL,1373243.0
1.0,USD,2002-02-12,ZAR,11.5549
1.0,USD,2002-02-13,AUD,1.9688
1.0,USD,2002-02-13,BGN,2.2311
1.0,USD,2002-02-13,CAD,1.595
1.0,USD,2002-02-13,CHF,1.6924
1.0,USD,2002-02-13,CYP,0.65999
1.0,USD,2002-02-13,CZK,36.325
1.0,USD,2002-02-13,DKK,8.5104
1.0,USD,2002-02-13,EEK,17.9207
1.0,USD,2002-02-13,EUR,1.1453
1.0,USD,2002-02-13,GBP,0.69889
1.0,USD,2002-02-13,HKD,7.7996
1.0,USD,2002-02-13,HUF,278.2
1.0,USD,2002-02-13,ISK,101.0
1.0,USD,2002-02-13,JPY,132.46
1.0,USD,2002-02-13,KRW,1320.2
1.0,USD,2002-02-13,LTL,3.9549
1.0,USD,2002-02-13,LVL,0.63967
1.0,USD,2002-02-13,MTL,0.45665
1.0,USD,2002-02-13,NOK,8.9646
1.0,USD,2002-02-13,NZD,2.3938
1.0,USD,2002-02-13,PLN,4.1828
1.0,USD,2002-02-13,ROL,32070.0
1.0,USD,2002-02-13,SEK,10.5719
1.0,USD,2002-02-13,SGD,1.8291
1.0,USD,2002-02-13,SIT,254.22
1.0,USD,2002-02-13,SKK,48.657
1.0,USD,2002-02-13,TRL,1349215.0
1.0,USD,2002-02-13,ZAR,11.4431
1.0,USD,2002-02-14,AUD,1.94
1.0,USD,2002-02-14,BGN,2.2404
1.0,USD,2002-02-14,CAD,1.5897
1.0,USD,2002-02-14,CHF,1.7057
1.0,USD,2002-02-14,CYP,0.66295
1.0,USD,2002-02-14,CZK,36.432
1.0,USD,2002-02-14,DKK,8.5457
1.0,USD,2002-02-14,EEK,17.9991
1.0,USD,2002-02-14,EUR,1.1504
1.0,USD,2002-02-14,GBP,0.70091
1.0,USD,2002-02-14,HKD,7.7996
1.0,USD,2002-02-14,HUF,278.33
1.0,USD,2002-02-14,ISK,101.08
1.0,USD,2002-02-14,JPY,132.19
1.0,USD,2002-02-14,KRW,1316.2
1.0,USD,2002-02-14,LTL,3.9716
1.0,USD,2002-02-14,LVL,0.64006
1.0,USD,2002-02-14,MTL,0.45784
1.0,USD,2002-02-14,NOK,8.9492
1.0,USD,2002-02-14,NZD,2.3779
1.0,USD,2002-02-14,PLN,4.1815
1.0,USD,2002-02-14,ROL,32103.0
1.0,USD,2002-02-14,SEK,10.5734
1.0,USD,2002-02-14,SGD,1.8266
1.0,USD,2002-02-14,SIT,255.18
1.0,USD,2002-02-14,SKK,48.525
1.0,USD,2002-02-14,TRL,1341309.0
1.0,USD,2002-02-14,ZAR,11.52
1.0,USD,2002-02-15,AUD,1.9337
1.0,USD,2002-02-15,BGN,2.2377
1.0,USD,2002-02-15,CAD,1.5913
1.0,USD,2002-02-15,CHF,1.7017
1.0,USD,2002-02-15,CYP,0.66196
1.0,USD,2002-02-15,CZK,36.358
1.0,USD,2002-02-15,DKK,8.5335
1.0,USD,2002-02-15,EEK,17.9743
1.0,USD,2002-02-15,EUR,1.1488
1.0,USD,2002-02-15,GBP,0.70017
1.0,USD,2002-02-15,HKD,7.7993
1.0,USD,2002-02-15,HUF,276.34
1.0,USD,2002-02-15,ISK,101.0
1.0,USD,2002-02-15,JPY,132.81
1.0,USD,2002-02-15,KRW,1316.2
1.0,USD,2002-02-15,LTL,3.9661
1.0,USD,2002-02-15,LVL,0.63986
1.0,USD,2002-02-15,MTL,0.45755
1.0,USD,2002-02-15,NOK,8.919
1.0,USD,2002-02-15,NZD,2.3733
1.0,USD,2002-02-15,PLN,4.1719
1.0,USD,2002-02-15,ROL,32094.0
1.0,USD,2002-02-15,SEK,10.5443
1.0,USD,2002-02-15,SGD,1.8258
1.0,USD,2002-02-15,SIT,255.57
1.0,USD,2002-02-15,SKK,48.51
1.0,USD,2002-02-15,TRL,1342906.0
1.0,USD,2002-02-15,ZAR,11.4899
1.0,USD,2002-02-18,AUD,1.9323
1.0,USD,2002-02-18,BGN,2.2348
1.0,USD,2002-02-18,CAD,1.5906
1.0,USD,2002-02-18,CHF,1.6987
1.0,USD,2002-02-18,CYP,0.66132
1.0,USD,2002-02-18,CZK,36.578
1.0,USD,2002-02-18,DKK,8.5252
1.0,USD,2002-02-18,EEK,17.9536
1.0,USD,2002-02-18,EUR,1.1474
1.0,USD,2002-02-18,GBP,0.69971
1.0,USD,2002-02-18,HKD,7.7993
1.0,USD,2002-02-18,HUF,276.92
1.0,USD,2002-02-18,ISK,100.9
1.0,USD,2002-02-18,JPY,132.74
1.0,USD,2002-02-18,KRW,1316.6
1.0,USD,2002-02-18,LTL,3.9616
1.0,USD,2002-02-18,LVL,0.63993
1.0,USD,2002-02-18,MTL,0.45714
1.0,USD,2002-02-18,NOK,8.8898
1.0,USD,2002-02-18,NZD,2.3666
1.0,USD,2002-02-18,PLN,4.1552
1.0,USD,2002-02-18,ROL,32138.0
1.0,USD,2002-02-18,SEK,10.5513
1.0,USD,2002-02-18,SGD,1.828
1.0,USD,2002-02-18,SIT,254.87
1.0,USD,2002-02-18,SKK,48.48
1.0,USD,2002-02-18,TRL,1355135.0
1.0,USD,2002-02-18,ZAR,11.445
1.0,USD,2002-02-19,AUD,1.9363
1.0,USD,2002-02-19,BGN,2.2407
1.0,USD,2002-02-19,CAD,1.5893
1.0,USD,2002-02-19,CHF,1.7011
1.0,USD,2002-02-19,CYP,0.66322
1.0,USD,2002-02-19,CZK,36.629
1.0,USD,2002-02-19,DKK,8.5482
1.0,USD,2002-02-19,EEK,18.0012
1.0,USD,2002-02-19,EUR,1.1505
1.0,USD,2002-02-19,GBP,0.70191
1.0,USD,2002-02-19,HKD,7.7994
1.0,USD,2002-02-19,HUF,279.65
1.0,USD,2002-02-19,ISK,100.63
1.0,USD,2002-02-19,JPY,133.8
1.0,USD,2002-02-19,KRW,1320.0
1.0,USD,2002-02-19,LTL,3.972
1.0,USD,2002-02-19,LVL,0.6407
1.0,USD,2002-02-19,MTL,0.45812
1.0,USD,2002-02-19,NOK,8.9145
1.0,USD,2002-02-19,NZD,2.3792
1.0,USD,2002-02-19,PLN,4.159
1.0,USD,2002-02-19,ROL,32121.0
1.0,USD,2002-02-19,SEK,10.5755
1.0,USD,2002-02-19,SGD,1.8315
1.0,USD,2002-02-19,SIT,256.78
1.0,USD,2002-02-19,SKK,48.517
1.0,USD,2002-02-19,TRL,1358721.0
1.0,USD,2002-02-19,ZAR,11.5499
1.0,USD,2002-02-20,AUD,1.9333
1.0,USD,2002-02-20,BGN,2.228
1.0,USD,2002-02-20,CAD,1.5908
1.0,USD,2002-02-20,CHF,1.6942
1.0,USD,2002-02-20,CYP,0.65969
1.0,USD,2002-02-20,CZK,36.515
1.0,USD,2002-02-20,DKK,8.4998
1.0,USD,2002-02-20,EEK,17.8961
1.0,USD,2002-02-20,EUR,1.1438
1.0,USD,2002-02-20,GBP,0.6993
1.0,USD,2002-02-20,HKD,7.7993
1.0,USD,2002-02-20,HUF,278.68
1.0,USD,2002-02-20,ISK,100.67
