amount,base_currency,date,currency,exchange_rate
1.0,USD,2019-07-19,AUD,1.4175
1.0,USD,2019-07-19,BGN,1.7422
1.0,USD,2019-07-19,BRL,3.7314
1.0,USD,2019-07-19,CAD,1.3055
1.0,USD,2019-07-19,CHF,0.98281
1.0,USD,2019-07-19,CNY,6.8784
1.0,USD,2019-07-19,CZK,22.756
1.0,USD,2019-07-19,DKK,6.6508
1.0,USD,2019-07-19,EUR,0.89079
1.0,USD,2019-07-19,GBP,0.79846
1.0,USD,2019-07-19,HKD,7.8052
1.0,USD,2019-07-19,HRK,6.5812
1.0,USD,2019-07-19,HUF,289.83
1.0,USD,2019-07-19,IDR,13952.0
1.0,USD,2019-07-19,ILS,3.5364
1.0,USD,2019-07-19,INR,68.817
1.0,USD,2019-07-19,ISK,124.98
1.0,USD,2019-07-19,JPY,107.72
1.0,USD,2019-07-19,KRW,1175.06
1.0,USD,2019-07-19,MXN,19.0219
1.0,USD,2019-07-19,MYR,4.1072
1.0,USD,2019-07-19,NOK,8.5639
1.0,USD,2019-07-19,NZD,1.4771
1.0,USD,2019-07-19,PHP,51.027
1.0,USD,2019-07-19,PLN,3.7922
1.0,USD,2019-07-19,RON,4.2142
1.0,USD,2019-07-19,RUB,63.012
1.0,USD,2019-07-19,SEK,9.3707
1.0,USD,2019-07-19,SGD,1.3593
1.0,USD,2019-07-19,THB,30.795
1.0,USD,2019-07-19,TRY,5.6437
1.0,USD,2019-07-19,ZAR,13.9292
