amount,base_currency,date,currency,exchange_rate
1.0,USD,2011-10-03,AUD,1.0383
1.0,USD,2011-10-03,BGN,1.4675
1.0,USD,2011-10-03,BRL,1.8927
1.0,USD,2011-10-03,CAD,1.048
1.0,USD,2011-10-03,CHF,0.91093
1.0,USD,2011-10-03,CNY,6.376
1.0,USD,2011-10-03,CZK,18.6674
1.0,USD,2011-10-03,DKK,5.5844
1.0,USD,2011-10-03,EUR,0.75036
1.0,USD,2011-10-03,GBP,0.64501
1.0,USD,2011-10-03,HKD,7.7888
1.0,USD,2011-10-03,HRK,5.6305
1.0,USD,2011-10-03,HUF,220.98
1.0,USD,2011-10-03,IDR,8897.0
1.0,USD,2011-10-03,ILS,3.7534
1.0,USD,2011-10-03,INR,49.16
1.0,USD,2011-10-03,JPY,76.829
1.0,USD,2011-10-03,KRW,1181.44
1.0,USD,2011-10-03,LTL,2.5908
1.0,USD,2011-10-03,LVL,0.53215
1.0,USD,2011-10-03,MXN,13.895
1.0,USD,2011-10-03,MYR,3.208
1.0,USD,2011-10-03,NOK,5.8723
1.0,USD,2011-10-03,NZD,1.3143
1.0,USD,2011-10-03,PHP,43.978
1.0,USD,2011-10-03,PLN,3.2877
1.0,USD,2011-10-03,RON,3.2266
1.0,USD,2011-10-03,RUB,32.451
1.0,USD,2011-10-03,SEK,6.8727
1.0,USD,2011-10-03,SGD,1.3122
1.0,USD,2011-10-03,THB,31.21
1.0,USD,2011-10-03,TRY,1.8673
1.0,USD,2011-10-03,ZAR,8.1153
