amount,base_currency,date,currency,exchange_rate
1.0,USD,2023-07-11,AUD,1.5009
1.0,USD,2023-07-11,BGN,1.7798
1.0,USD,2023-07-11,BRL,4.8848
1.0,USD,2023-07-11,CAD,1.3275
1.0,USD,2023-07-11,CHF,0.88206
1.0,USD,2023-07-11,CNY,7.202
1.0,USD,2023-07-11,CZK,21.708
1.0,USD,2023-07-11,DKK,6.7821
1.0,USD,2023-07-11,EUR,0.91
1.0,USD,2023-07-11,GBP,0.7745
1.0,USD,2023-07-11,HKD,7.8281
1.0,USD,2023-07-11,HUF,345.35
1.0,USD,2023-07-11,IDR,15177.0
1.0,USD,2023-07-11,ILS,3.7054
1.0,USD,2023-07-11,INR,82.42
1.0,USD,2023-07-11,ISK,133.68
1.0,USD,2023-07-11,JPY,140.39
1.0,USD,2023-07-11,KRW,1294.26
1.0,USD,2023-07-11,MXN,17.0676
1.0,USD,2023-07-11,MYR,4.6575
1.0,USD,2023-07-11,NOK,10.4213
1.0,USD,2023-07-11,NZD,1.6167
1.0,USD,2023-07-11,PHP,55.316
1.0,USD,2023-07-11,PLN,4.0552
1.0,USD,2023-07-11,RON,4.5036
1.0,USD,2023-07-11,SEK,10.7016
1.0,USD,2023-07-11,SGD,1.3421
1.0,USD,2023-07-11,THB,34.77
1.0,USD,2023-07-11,TRY,26.108
1.0,USD,2023-07-11,ZAR,18.6505
