amount,base_currency,date,currency,exchange_rate
1.0,USD,2006-09-13,AUD,1.3319
1.0,USD,2006-09-13,BGN,1.5428
1.0,USD,2006-09-13,CAD,1.1223
1.0,USD,2006-09-13,CHF,1.2536
1.0,USD,2006-09-13,CNY,7.9486
1.0,USD,2006-09-13,CYP,0.45484
1.0,USD,2006-09-13,CZK,22.514
1.0,USD,2006-09-13,DKK,5.8844
1.0,USD,2006-09-13,EEK,12.3425
1.0,USD,2006-09-13,EUR,0.78883
1.0,USD,2006-09-13,GBP,0.53368
1.0,USD,2006-09-13,HKD,7.7807
1.0,USD,2006-09-13,HRK,5.8231
1.0,USD,2006-09-13,HUF,215.95
1.0,USD,2006-09-13,IDR,9113.0
1.0,USD,2006-09-13,ISK,70.766
1.0,USD,2006-09-13,JPY,117.72
1.0,USD,2006-09-13,KRW,959.1
1.0,USD,2006-09-13,LTL,2.7237
1.0,USD,2006-09-13,LVL,0.54895
1.0,USD,2006-09-13,MTL,0.33864
1.0,USD,2006-09-13,MYR,3.6725
1.0,USD,2006-09-13,NOK,6.6124
1.0,USD,2006-09-13,NZD,1.5503
1.0,USD,2006-09-13,PHP,50.34
1.0,USD,2006-09-13,PLN,3.1267
1.0,USD,2006-09-13,RON,2.7628
1.0,USD,2006-09-13,RUB,26.808
1.0,USD,2006-09-13,SEK,7.2949
1.0,USD,2006-09-13,SGD,1.5768
1.0,USD,2006-09-13,SIT,189.0
1.0,USD,2006-09-13,SKK,29.477
1.0,USD,2006-09-13,THB,37.382
1.0,USD,2006-09-13,TRY,1.4696
1.0,USD,2006-09-13,ZAR,7.3547
