amount,base_currency,date,currency,exchange_rate
1.0,USD,2006-09-15,AUD,1.3296
1.0,USD,2006-09-15,BGN,1.543
1.0,USD,2006-09-15,CAD,1.1206
1.0,USD,2006-09-15,CHF,1.2581
1.0,USD,2006-09-15,CNY,7.943
1.0,USD,2006-09-15,CYP,0.45475
1.0,USD,2006-09-15,CZK,22.473
1.0,USD,2006-09-15,DKK,5.8861
1.0,USD,2006-09-15,EEK,12.3445
1.0,USD,2006-09-15,EUR,0.78895
1.0,USD,2006-09-15,GBP,0.53168
1.0,USD,2006-09-15,HKD,7.7824
1.0,USD,2006-09-15,HRK,5.8657
1.0,USD,2006-09-15,HUF,215.01
1.0,USD,2006-09-15,IDR,9120.0
1.0,USD,2006-09-15,ISK,70.438
1.0,USD,2006-09-15,JPY,117.63
1.0,USD,2006-09-15,KRW,956.2
1.0,USD,2006-09-15,LTL,2.7241
1.0,USD,2006-09-15,LVL,0.54919
1.0,USD,2006-09-15,MTL,0.3387
1.0,USD,2006-09-15,MYR,3.671
1.0,USD,2006-09-15,NOK,6.5306
1.0,USD,2006-09-15,NZD,1.5186
1.0,USD,2006-09-15,PHP,50.22
1.0,USD,2006-09-15,PLN,3.1167
1.0,USD,2006-09-15,RON,2.7662
1.0,USD,2006-09-15,RUB,26.783
1.0,USD,2006-09-15,SEK,7.2781
1.0,USD,2006-09-15,SGD,1.5815
1.0,USD,2006-09-15,SIT,189.03
1.0,USD,2006-09-15,SKK,29.497
1.0,USD,2006-09-15,THB,37.258
1.0,USD,2006-09-15,TRY,1.4727
1.0,USD,2006-09-15,ZAR,7.4091
