amount,base_currency,date,currency,exchange_rate
1.0,USD,2012-03-20,AUD,0.95363
1.0,USD,2012-03-20,BGN,1.4819
1.0,USD,2012-03-20,BRL,1.8269
1.0,USD,2012-03-20,CAD,0.99242
1.0,USD,2012-03-20,CHF,0.9137
1.0,USD,2012-03-20,CNY,6.3188
1.0,USD,2012-03-20,CZK,18.5361
1.0,USD,2012-03-20,DKK,5.6337
1.0,USD,2012-03-20,EUR,0.75769
1.0,USD,2012-03-20,GBP,0.63055
1.0,USD,2012-03-20,HKD,7.7648
1.0,USD,2012-03-20,HRK,5.7081
1.0,USD,2012-03-20,HUF,219.26
1.0,USD,2012-03-20,IDR,9156.0
1.0,USD,2012-03-20,ILS,3.7472
1.0,USD,2012-03-20,INR,50.458
1.0,USD,2012-03-20,JPY,83.71
1.0,USD,2012-03-20,KRW,1126.5
1.0,USD,2012-03-20,LTL,2.6162
1.0,USD,2012-03-20,LVL,0.52781
1.0,USD,2012-03-20,MXN,12.705
1.0,USD,2012-03-20,MYR,3.0821
1.0,USD,2012-03-20,NOK,5.763
1.0,USD,2012-03-20,NZD,1.2244
1.0,USD,2012-03-20,PHP,43.013
1.0,USD,2012-03-20,PLN,3.127
1.0,USD,2012-03-20,RON,3.3178
1.0,USD,2012-03-20,RUB,29.279
1.0,USD,2012-03-20,SEK,6.7525
1.0,USD,2012-03-20,SGD,1.2632
1.0,USD,2012-03-20,THB,30.79
1.0,USD,2012-03-20,TRY,1.8185
1.0,USD,2012-03-20,ZAR,7.6209
