amount,base_currency,date,currency,exchange_rate
1.0,USD,2012-03-12,AUD,0.95266
1.0,USD,2012-03-12,BGN,1.4908
1.0,USD,2012-03-12,BRL,1.81
1.0,USD,2012-03-12,CAD,0.99291
1.0,USD,2012-03-12,CHF,0.91897
1.0,USD,2012-03-12,CNY,6.3277
1.0,USD,2012-03-12,CZK,18.7232
1.0,USD,2012-03-12,DKK,5.6672
1.0,USD,2012-03-12,EUR,0.76225
1.0,USD,2012-03-12,GBP,0.63968
1.0,USD,2012-03-12,HKD,7.7585
1.0,USD,2012-03-12,HRK,5.7531
1.0,USD,2012-03-12,HUF,223.71
1.0,USD,2012-03-12,IDR,9155.0
1.0,USD,2012-03-12,ILS,3.7828
1.0,USD,2012-03-12,INR,49.985
1.0,USD,2012-03-12,JPY,82.16
1.0,USD,2012-03-12,KRW,1124.03
1.0,USD,2012-03-12,LTL,2.6319
1.0,USD,2012-03-12,LVL,0.53099
1.0,USD,2012-03-12,MXN,12.69
1.0,USD,2012-03-12,MYR,3.0335
1.0,USD,2012-03-12,NOK,5.7013
1.0,USD,2012-03-12,NZD,1.2266
1.0,USD,2012-03-12,PHP,42.618
1.0,USD,2012-03-12,PLN,3.1325
1.0,USD,2012-03-12,RON,3.3198
1.0,USD,2012-03-12,RUB,29.61
1.0,USD,2012-03-12,SEK,6.8078
1.0,USD,2012-03-12,SGD,1.2616
1.0,USD,2012-03-12,THB,30.65
1.0,USD,2012-03-12,TRY,1.7978
1.0,USD,2012-03-12,ZAR,7.5886
