amount,base_currency,date,currency,exchange_rate
1.0,USD,2003-02-28,AUD,1.6524
1.0,USD,2003-02-28,BGN,1.8115
1.0,USD,2003-02-28,CAD,1.4921
1.0,USD,2003-02-28,CHF,1.3568
1.0,USD,2003-02-28,CYP,0.53894
1.0,USD,2003-02-28,CZK,29.495
1.0,USD,2003-02-28,DKK,6.8894
1.0,USD,2003-02-28,EEK,14.5118
1.0,USD,2003-02-28,EUR,0.92747
1.0,USD,2003-02-28,GBP,0.63458
1.0,USD,2003-02-28,HKD,7.7991
1.0,USD,2003-02-28,HUF,225.97
1.0,USD,2003-02-28,ISK,77.815
1.0,USD,2003-02-28,JPY,118.09
1.0,USD,2003-02-28,KRW,1193.0
1.0,USD,2003-02-28,LTL,3.2027
1.0,USD,2003-02-28,LVL,0.57856
1.0,USD,2003-02-28,MTL,0.39269
1.0,USD,2003-02-28,NOK,7.1647
1.0,USD,2003-02-28,NZD,1.7913
1.0,USD,2003-02-28,PLN,3.9091
1.0,USD,2003-02-28,ROL,33127.0
1.0,USD,2003-02-28,SEK,8.4825
1.0,USD,2003-02-28,SGD,1.7382
1.0,USD,2003-02-28,SIT,214.88
1.0,USD,2003-02-28,SKK,38.782
1.0,USD,2003-02-28,TRL,1596179.0
1.0,USD,2003-02-28,ZAR,8.1249
