amount,base_currency,date,currency,exchange_rate
1.0,USD,2003-02-12,AUD,1.6895
1.0,USD,2003-02-12,BGN,1.8197
1.0,USD,2003-02-12,CAD,1.5286
1.0,USD,2003-02-12,CHF,1.3674
1.0,USD,2003-02-12,CYP,0.54075
1.0,USD,2003-02-12,CZK,29.627
1.0,USD,2003-02-12,DKK,6.9271
1.0,USD,2003-02-12,EEK,14.5807
1.0,USD,2003-02-12,EUR,0.93188
1.0,USD,2003-02-12,GBP,0.61858
1.0,USD,2003-02-12,HKD,7.7994
1.0,USD,2003-02-12,HUF,228.26
1.0,USD,2003-02-12,ISK,77.402
1.0,USD,2003-02-12,JPY,121.11
1.0,USD,2003-02-12,KRW,1199.25
1.0,USD,2003-02-12,LTL,3.2172
1.0,USD,2003-02-12,LVL,0.57982
1.0,USD,2003-02-12,MTL,0.39213
1.0,USD,2003-02-12,NOK,6.9532
1.0,USD,2003-02-12,NZD,1.8125
1.0,USD,2003-02-12,PLN,3.8577
1.0,USD,2003-02-12,ROL,32574.0
1.0,USD,2003-02-12,SEK,8.5116
1.0,USD,2003-02-12,SGD,1.7532
1.0,USD,2003-02-12,SIT,215.56
1.0,USD,2003-02-12,SKK,39.209
1.0,USD,2003-02-12,TRL,1653154.0
1.0,USD,2003-02-12,ZAR,8.4013
