amount,base_currency,date,currency,exchange_rate
1.0,USD,2009-08-07,AUD,1.1953
1.0,USD,2009-08-07,BGN,1.3623
1.0,USD,2009-08-07,BRL,1.8344
1.0,USD,2009-08-07,CAD,1.0824
1.0,USD,2009-08-07,CHF,1.0648
1.0,USD,2009-08-07,CNY,6.8318
1.0,USD,2009-08-07,CZK,18.0469
1.0,USD,2009-08-07,DKK,5.1855
1.0,USD,2009-08-07,EEK,10.8982
1.0,USD,2009-08-07,EUR,0.69652
1.0,USD,2009-08-07,GBP,0.59671
1.0,USD,2009-08-07,HKD,7.7504
1.0,USD,2009-08-07,HRK,5.109
1.0,USD,2009-08-07,HUF,190.01
1.0,USD,2009-08-07,IDR,9966.0
1.0,USD,2009-08-07,INR,47.765
1.0,USD,2009-08-07,JPY,95.35
1.0,USD,2009-08-07,KRW,1227.05
1.0,USD,2009-08-07,LTL,2.405
1.0,USD,2009-08-07,LVL,0.48917
1.0,USD,2009-08-07,MXN,13.03
1.0,USD,2009-08-07,MYR,3.5005
1.0,USD,2009-08-07,NOK,6.0956
1.0,USD,2009-08-07,NZD,1.4846
1.0,USD,2009-08-07,PHP,47.752
1.0,USD,2009-08-07,PLN,2.9024
1.0,USD,2009-08-07,RON,2.9371
1.0,USD,2009-08-07,RUB,31.654
1.0,USD,2009-08-07,SEK,7.1748
1.0,USD,2009-08-07,SGD,1.4368
1.0,USD,2009-08-07,THB,33.975
1.0,USD,2009-08-07,TRY,1.4836
1.0,USD,2009-08-07,ZAR,8.1406
