amount,base_currency,date,currency,exchange_rate
1.0,USD,2005-11-30,AUD,1.3531
1.0,USD,2005-11-30,BGN,1.6618
1.0,USD,2005-11-30,CAD,1.1676
1.0,USD,2005-11-30,CHF,1.3157
1.0,USD,2005-11-30,CNY,8.0804
1.0,USD,2005-11-30,CYP,0.4873
1.0,USD,2005-11-30,CZK,24.584
1.0,USD,2005-11-30,DKK,6.3333
1.0,USD,2005-11-30,EEK,13.2948
1.0,USD,2005-11-30,EUR,0.84969
1.0,USD,2005-11-30,GBP,0.57962
1.0,USD,2005-11-30,HKD,7.7545
1.0,USD,2005-11-30,HRK,6.2733
1.0,USD,2005-11-30,HUF,214.69
1.0,USD,2005-11-30,IDR,10035.0
1.0,USD,2005-11-30,ISK,63.208
1.0,USD,2005-11-30,JPY,119.64
1.0,USD,2005-11-30,KRW,1033.5
1.0,USD,2005-11-30,LTL,2.9338
1.0,USD,2005-11-30,LVL,0.59164
1.0,USD,2005-11-30,MTL,0.36477
1.0,USD,2005-11-30,MYR,3.7775
1.0,USD,2005-11-30,NOK,6.7733
1.0,USD,2005-11-30,NZD,1.4221
1.0,USD,2005-11-30,PHP,54.11
1.0,USD,2005-11-30,PLN,3.321
1.0,USD,2005-11-30,RON,3.1097
1.0,USD,2005-11-30,RUB,28.82
1.0,USD,2005-11-30,SEK,8.0952
1.0,USD,2005-11-30,SGD,1.693
1.0,USD,2005-11-30,SIT,203.5
1.0,USD,2005-11-30,SKK,32.197
1.0,USD,2005-11-30,THB,41.229
1.0,USD,2005-11-30,TRY,1.3583
1.0,USD,2005-11-30,ZAR,6.4859
