amount,base_currency,date,currency,exchange_rate
1.0,USD,2005-11-11,AUD,1.3669
1.0,USD,2005-11-11,BGN,1.6718
1.0,USD,2005-11-11,CAD,1.1917
1.0,USD,2005-11-11,CHF,1.315
1.0,USD,2005-11-11,CNY,8.0856
1.0,USD,2005-11-11,CYP,0.49021
1.0,USD,2005-11-11,CZK,24.991
1.0,USD,2005-11-11,DKK,6.3758
1.0,USD,2005-11-11,EEK,13.3766
1.0,USD,2005-11-11,EUR,0.85492
1.0,USD,2005-11-11,GBP,0.57545
1.0,USD,2005-11-11,HKD,7.7554
1.0,USD,2005-11-11,HRK,6.2965
1.0,USD,2005-11-11,HUF,214.7
1.0,USD,2005-11-11,IDR,9987.0
1.0,USD,2005-11-11,ISK,62.007
1.0,USD,2005-11-11,JPY,118.07
1.0,USD,2005-11-11,KRW,1041.3
1.0,USD,2005-11-11,LTL,2.9519
1.0,USD,2005-11-11,LVL,0.59545
1.0,USD,2005-11-11,MTL,0.36702
1.0,USD,2005-11-11,MYR,3.7793
1.0,USD,2005-11-11,NOK,6.6214
1.0,USD,2005-11-11,NZD,1.457
1.0,USD,2005-11-11,PHP,54.405
1.0,USD,2005-11-11,PLN,3.4434
1.0,USD,2005-11-11,RON,3.0994
1.0,USD,2005-11-11,RUB,28.878
1.0,USD,2005-11-11,SEK,8.1977
1.0,USD,2005-11-11,SGD,1.7027
1.0,USD,2005-11-11,SIT,204.75
1.0,USD,2005-11-11,SKK,33.279
1.0,USD,2005-11-11,THB,41.134
1.0,USD,2005-11-11,TRY,1.3645
1.0,USD,2005-11-11,ZAR,6.7847
