amount,base_currency,date,currency,exchange_rate
1.0,USD,2005-11-21,AUD,1.3565
1.0,USD,2005-11-21,BGN,1.6559
1.0,USD,2005-11-21,CAD,1.1906
1.0,USD,2005-11-21,CHF,1.3113
1.0,USD,2005-11-21,CNY,8.0833
1.0,USD,2005-11-21,CYP,0.48565
1.0,USD,2005-11-21,CZK,24.765
1.0,USD,2005-11-21,DKK,6.3156
1.0,USD,2005-11-21,EEK,13.2475
1.0,USD,2005-11-21,EUR,0.84667
1.0,USD,2005-11-21,GBP,0.58145
1.0,USD,2005-11-21,HKD,7.7538
1.0,USD,2005-11-21,HRK,6.2695
1.0,USD,2005-11-21,HUF,214.93
1.0,USD,2005-11-21,IDR,10035.0
1.0,USD,2005-11-21,ISK,61.951
1.0,USD,2005-11-21,JPY,118.88
1.0,USD,2005-11-21,KRW,1038.45
1.0,USD,2005-11-21,LTL,2.9234
1.0,USD,2005-11-21,LVL,0.58928
1.0,USD,2005-11-21,MTL,0.36347
1.0,USD,2005-11-21,MYR,3.7798
1.0,USD,2005-11-21,NOK,6.6832
1.0,USD,2005-11-21,NZD,1.4502
1.0,USD,2005-11-21,PHP,54.73
1.0,USD,2005-11-21,PLN,3.3686
1.0,USD,2005-11-21,RON,3.0947
1.0,USD,2005-11-21,RUB,28.74
1.0,USD,2005-11-21,SEK,8.1045
1.0,USD,2005-11-21,SGD,1.6977
1.0,USD,2005-11-21,SIT,202.79
1.0,USD,2005-11-21,SKK,32.766
1.0,USD,2005-11-21,THB,41.182
1.0,USD,2005-11-21,TRY,1.3647
1.0,USD,2005-11-21,ZAR,6.6347
