amount,base_currency,date,currency,exchange_rate
1.0,USD,2024-08-28,AUD,1.4758
1.0,USD,2024-08-28,BGN,1.7593
1.0,USD,2024-08-28,BRL,5.5319
1.0,USD,2024-08-28,CAD,1.3477
1.0,USD,2024-08-28,CHF,0.8433
1.0,USD,2024-08-28,CNY,7.129
1.0,USD,2024-08-28,CZK,22.536
1.0,USD,2024-08-28,DKK,6.7098
1.0,USD,2024-08-28,EUR,0.89952
1.0,USD,2024-08-28,GBP,0.75707
1.0,USD,2024-08-28,HKD,7.7999
1.0,USD,2024-08-28,HUF,353.87
1.0,USD,2024-08-28,IDR,15427.0
1.0,USD,2024-08-28,ILS,3.6664
1.0,USD,2024-08-28,INR,83.98
1.0,USD,2024-08-28,ISK,137.72
1.0,USD,2024-08-28,JPY,144.44
1.0,USD,2024-08-28,KRW,1335.84
1.0,USD,2024-08-28,MXN,19.6834
1.0,USD,2024-08-28,MYR,4.343
1.0,USD,2024-08-28,NOK,10.5352
1.0,USD,2024-08-28,NZD,1.6032
1.0,USD,2024-08-28,PHP,56.26
1.0,USD,2024-08-28,PLN,3.8682
1.0,USD,2024-08-28,RON,4.4772
1.0,USD,2024-08-28,SEK,10.1961
1.0,USD,2024-08-28,SGD,1.3037
1.0,USD,2024-08-28,THB,34.045
1.0,USD,2024-08-28,TRY,34.037
1.0,USD,2024-08-28,ZAR,17.7972
