amount,base_currency,date,currency,exchange_rate
1.0,USD,2015-04-20,AUD,1.2891
1.0,USD,2015-04-20,BGN,1.8239
1.0,USD,2015-04-20,BRL,3.0521
1.0,USD,2015-04-20,CAD,1.2252
1.0,USD,2015-04-20,CHF,0.95897
1.0,USD,2015-04-20,CNY,6.2056
1.0,USD,2015-04-20,CZK,25.568
1.0,USD,2015-04-20,DKK,6.9573
1.0,USD,2015-04-20,EUR,0.93257
1.0,USD,2015-04-20,GBP,0.67103
1.0,USD,2015-04-20,HKD,7.7529
1.0,USD,2015-04-20,HRK,7.0549
1.0,USD,2015-04-20,HUF,277.81
1.0,USD,2015-04-20,IDR,12908.0
1.0,USD,2015-04-20,ILS,3.9292
1.0,USD,2015-04-20,INR,62.973
1.0,USD,2015-04-20,JPY,119.07
1.0,USD,2015-04-20,KRW,1082.02
1.0,USD,2015-04-20,MXN,15.3585
1.0,USD,2015-04-20,MYR,3.6305
1.0,USD,2015-04-20,NOK,7.8728
1.0,USD,2015-04-20,NZD,1.3028
1.0,USD,2015-04-20,PHP,44.252
1.0,USD,2015-04-20,PLN,3.7201
1.0,USD,2015-04-20,RON,4.1266
1.0,USD,2015-04-20,RUB,53.322
1.0,USD,2015-04-20,SEK,8.6746
1.0,USD,2015-04-20,SGD,1.3489
1.0,USD,2015-04-20,THB,32.39
1.0,USD,2015-04-20,TRY,2.704
1.0,USD,2015-04-20,ZAR,12.1001
