amount,base_currency,date,currency,exchange_rate
1.0,USD,2006-08-17,AUD,1.3051
1.0,USD,2006-08-17,BGN,1.5186
1.0,USD,2006-08-17,CAD,1.1169
1.0,USD,2006-08-17,CHF,1.2252
1.0,USD,2006-08-17,CNY,7.9686
1.0,USD,2006-08-17,CYP,0.44716
1.0,USD,2006-08-17,CZK,21.759
1.0,USD,2006-08-17,DKK,5.7936
1.0,USD,2006-08-17,EEK,12.1489
1.0,USD,2006-08-17,EUR,0.77646
1.0,USD,2006-08-17,GBP,0.52729
1.0,USD,2006-08-17,HKD,7.7754
1.0,USD,2006-08-17,HRK,5.6561
1.0,USD,2006-08-17,HUF,212.79
1.0,USD,2006-08-17,IDR,9092.0
1.0,USD,2006-08-17,ISK,68.825
1.0,USD,2006-08-17,JPY,115.35
1.0,USD,2006-08-17,KRW,960.9
1.0,USD,2006-08-17,LTL,2.681
1.0,USD,2006-08-17,LVL,0.54034
1.0,USD,2006-08-17,MTL,0.33333
1.0,USD,2006-08-17,MYR,3.6715
1.0,USD,2006-08-17,NOK,6.2722
1.0,USD,2006-08-17,NZD,1.5585
1.0,USD,2006-08-17,PHP,51.09
1.0,USD,2006-08-17,PLN,3.0063
1.0,USD,2006-08-17,RON,2.7334
1.0,USD,2006-08-17,RUB,26.714
1.0,USD,2006-08-17,SEK,7.1388
1.0,USD,2006-08-17,SGD,1.5717
1.0,USD,2006-08-17,SIT,186.06
1.0,USD,2006-08-17,SKK,29.051
1.0,USD,2006-08-17,THB,37.615
1.0,USD,2006-08-17,TRY,1.44
1.0,USD,2006-08-17,ZAR,6.7688
