amount,base_currency,date,currency,exchange_rate
1.0,USD,2011-02-18,AUD,0.98914
1.0,USD,2011-02-18,BGN,1.4352
1.0,USD,2011-02-18,BRL,1.6669
1.0,USD,2011-02-18,CAD,0.9832
1.0,USD,2011-02-18,CHF,0.95201
1.0,USD,2011-02-18,CNY,6.57
1.0,USD,2011-02-18,CZK,17.8873
1.0,USD,2011-02-18,DKK,5.4705
1.0,USD,2011-02-18,EUR,0.73384
1.0,USD,2011-02-18,GBP,0.61606
1.0,USD,2011-02-18,HKD,7.7846
1.0,USD,2011-02-18,HRK,5.4363
1.0,USD,2011-02-18,HUF,198.17
1.0,USD,2011-02-18,IDR,8854.0
1.0,USD,2011-02-18,ILS,3.6302
1.0,USD,2011-02-18,INR,45.2
1.0,USD,2011-02-18,JPY,83.38
1.0,USD,2011-02-18,KRW,1111.73
1.0,USD,2011-02-18,LTL,2.5338
1.0,USD,2011-02-18,LVL,0.51699
1.0,USD,2011-02-18,MXN,12.0015
1.0,USD,2011-02-18,MYR,3.0262
1.0,USD,2011-02-18,NOK,5.6913
1.0,USD,2011-02-18,NZD,1.3129
1.0,USD,2011-02-18,PHP,43.277
1.0,USD,2011-02-18,PLN,2.8726
1.0,USD,2011-02-18,RON,3.1129
1.0,USD,2011-02-18,RUB,29.199
1.0,USD,2011-02-18,SEK,6.4085
1.0,USD,2011-02-18,SGD,1.2738
1.0,USD,2011-02-18,THB,30.58
1.0,USD,2011-02-18,TRY,1.5784
1.0,USD,2011-02-18,ZAR,7.1678
