amount,base_currency,date,currency,exchange_rate
1.0,USD,2023-03-15,AUD,1.5061
1.0,USD,2023-03-15,BGN,1.854
1.0,USD,2023-03-15,BRL,5.2775
1.0,USD,2023-03-15,CAD,1.3749
1.0,USD,2023-03-15,CHF,0.92208
1.0,USD,2023-03-15,CNY,6.9073
1.0,USD,2023-03-15,CZK,22.696
1.0,USD,2023-03-15,DKK,7.0572
1.0,USD,2023-03-15,EUR,0.94796
1.0,USD,2023-03-15,GBP,0.82703
1.0,USD,2023-03-15,HKD,7.8487
1.0,USD,2023-03-15,HUF,376.81
1.0,USD,2023-03-15,IDR,15502.0
1.0,USD,2023-03-15,ILS,3.6335
1.0,USD,2023-03-15,INR,82.77
1.0,USD,2023-03-15,ISK,142.48
1.0,USD,2023-03-15,JPY,132.25
1.0,USD,2023-03-15,KRW,1321.22
1.0,USD,2023-03-15,MXN,18.9311
1.0,USD,2023-03-15,MYR,4.4835
1.0,USD,2023-03-15,NOK,10.7498
1.0,USD,2023-03-15,NZD,1.6121
1.0,USD,2023-03-15,PHP,55.03
1.0,USD,2023-03-15,PLN,4.4554
1.0,USD,2023-03-15,RON,4.6657
1.0,USD,2023-03-15,SEK,10.619
1.0,USD,2023-03-15,SGD,1.3504
1.0,USD,2023-03-15,THB,34.65
1.0,USD,2023-03-15,TRY,18.9847
1.0,USD,2023-03-15,ZAR,18.4084
