amount,base_currency,date,currency,exchange_rate
1.0,USD,2008-05-06,AUD,1.0592
1.0,USD,2008-05-06,BGN,1.2595
1.0,USD,2008-05-06,BRL,1.6612
1.0,USD,2008-05-06,CAD,1.0123
1.0,USD,2008-05-06,CHF,1.048
1.0,USD,2008-05-06,CNY,6.9873
1.0,USD,2008-05-06,CZK,16.2126
1.0,USD,2008-05-06,DKK,4.806
1.0,USD,2008-05-06,EEK,10.0764
1.0,USD,2008-05-06,EUR,0.644
1.0,USD,2008-05-06,GBP,0.50753
1.0,USD,2008-05-06,HKD,7.7944
1.0,USD,2008-05-06,HRK,4.6735
1.0,USD,2008-05-06,HUF,162.31
1.0,USD,2008-05-06,IDR,9210.0
1.0,USD,2008-05-06,ISK,77.099
1.0,USD,2008-05-06,JPY,104.49
1.0,USD,2008-05-06,KRW,1015.75
1.0,USD,2008-05-06,LTL,2.2236
1.0,USD,2008-05-06,LVL,0.44932
1.0,USD,2008-05-06,MXN,10.4785
1.0,USD,2008-05-06,MYR,3.1515
1.0,USD,2008-05-06,NOK,5.0676
1.0,USD,2008-05-06,NZD,1.2712
1.0,USD,2008-05-06,PHP,42.345
1.0,USD,2008-05-06,PLN,2.2135
1.0,USD,2008-05-06,RON,2.3554
1.0,USD,2008-05-06,RUB,23.713
1.0,USD,2008-05-06,SEK,6.0124
1.0,USD,2008-05-06,SGD,1.3585
1.0,USD,2008-05-06,SKK,20.71
1.0,USD,2008-05-06,THB,31.715
1.0,USD,2008-05-06,TRY,1.2573
1.0,USD,2008-05-06,ZAR,7.53
