amount,base_currency,date,currency,exchange_rate
1.0,USD,2004-05-18,AUD,1.454
1.0,USD,2004-05-18,BGN,1.6241
1.0,USD,2004-05-18,CAD,1.3964
1.0,USD,2004-05-18,CHF,1.2806
1.0,USD,2004-05-18,CYP,0.48911
1.0,USD,2004-05-18,CZK,26.625
1.0,USD,2004-05-18,DKK,6.2095
1.0,USD,2004-05-18,EEK,13.0573
1.0,USD,2004-05-18,EUR,0.83452
1.0,USD,2004-05-18,GBP,0.5653
1.0,USD,2004-05-18,HKD,7.7999
1.0,USD,2004-05-18,HUF,211.56
1.0,USD,2004-05-18,ISK,73.479
1.0,USD,2004-05-18,JPY,113.85
1.0,USD,2004-05-18,KRW,1184.95
1.0,USD,2004-05-18,LTL,2.8813
1.0,USD,2004-05-18,LVL,0.54911
1.0,USD,2004-05-18,MTL,0.35617
1.0,USD,2004-05-18,NOK,6.9048
1.0,USD,2004-05-18,NZD,1.6592
1.0,USD,2004-05-18,PLN,3.9521
1.0,USD,2004-05-18,ROL,33898.0
1.0,USD,2004-05-18,SEK,7.6458
1.0,USD,2004-05-18,SGD,1.7246
1.0,USD,2004-05-18,SIT,199.24
1.0,USD,2004-05-18,SKK,33.481
1.0,USD,2004-05-18,TRL,1548195.0
1.0,USD,2004-05-18,ZAR,6.7651
