amount,base_currency,date,currency,exchange_rate
1.0,USD,2018-08-30,AUD,1.3697
1.0,USD,2018-08-30,BGN,1.6728
1.0,USD,2018-08-30,BRL,4.1243
1.0,USD,2018-08-30,CAD,1.2929
1.0,USD,2018-08-30,CHF,0.96981
1.0,USD,2018-08-30,CNY,6.8326
1.0,USD,2018-08-30,CZK,22.023
1.0,USD,2018-08-30,DKK,6.3777
1.0,USD,2018-08-30,EUR,0.85529
1.0,USD,2018-08-30,GBP,0.76769
1.0,USD,2018-08-30,HKD,7.8492
1.0,USD,2018-08-30,HRK,6.3638
1.0,USD,2018-08-30,HUF,279.1
1.0,USD,2018-08-30,IDR,14690.0
1.0,USD,2018-08-30,ILS,3.611
1.0,USD,2018-08-30,INR,70.749
1.0,USD,2018-08-30,ISK,107.0
1.0,USD,2018-08-30,JPY,111.46
1.0,USD,2018-08-30,KRW,1109.76
1.0,USD,2018-08-30,MXN,19.0181
1.0,USD,2018-08-30,MYR,4.1095
1.0,USD,2018-08-30,NOK,8.3134
1.0,USD,2018-08-30,NZD,1.4997
1.0,USD,2018-08-30,PHP,53.483
1.0,USD,2018-08-30,PLN,3.6676
1.0,USD,2018-08-30,RON,3.9717
1.0,USD,2018-08-30,RUB,67.757
1.0,USD,2018-08-30,SEK,9.1037
1.0,USD,2018-08-30,SGD,1.3657
1.0,USD,2018-08-30,THB,32.705
1.0,USD,2018-08-30,TRY,6.7191
1.0,USD,2018-08-30,ZAR,14.5484
