amount,base_currency,date,currency,exchange_rate
1.0,USD,2014-05-15,AUD,1.0681
1.0,USD,2014-05-15,BGN,1.4319
1.0,USD,2014-05-15,BRL,2.2108
1.0,USD,2014-05-15,CAD,1.0868
1.0,USD,2014-05-15,CHF,0.89516
1.0,USD,2014-05-15,CNY,6.2296
1.0,USD,2014-05-15,CZK,20.089
1.0,USD,2014-05-15,DKK,5.4648
1.0,USD,2014-05-15,EUR,0.73212
1.0,USD,2014-05-15,GBP,0.59682
1.0,USD,2014-05-15,HKD,7.7518
1.0,USD,2014-05-15,HRK,5.5575
1.0,USD,2014-05-15,HUF,222.29
1.0,USD,2014-05-15,IDR,11420.0
1.0,USD,2014-05-15,ILS,3.4557
1.0,USD,2014-05-15,INR,59.287
1.0,USD,2014-05-15,JPY,101.89
1.0,USD,2014-05-15,KRW,1026.27
1.0,USD,2014-05-15,LTL,2.5279
1.0,USD,2014-05-15,MXN,12.9175
1.0,USD,2014-05-15,MYR,3.226
1.0,USD,2014-05-15,NOK,5.9338
1.0,USD,2014-05-15,NZD,1.1557
1.0,USD,2014-05-15,PHP,43.778
1.0,USD,2014-05-15,PLN,3.0597
1.0,USD,2014-05-15,RON,3.2453
1.0,USD,2014-05-15,RUB,34.735
1.0,USD,2014-05-15,SEK,6.57
1.0,USD,2014-05-15,SGD,1.2525
1.0,USD,2014-05-15,THB,32.457
1.0,USD,2014-05-15,TRY,2.084
1.0,USD,2014-05-15,ZAR,10.3475
